,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,2014,SDG,OC,32,13,22,17,16,18,17,13,23,30,29,31,3,14,10,8,26,8,9,13,27,19,26,14,29,10,4,4,12,28,15
1,2015,SDG,OC,32,29,19,27,13,9,26,17,22,31,32,32,22,2,4,13,17,14,20,21,24,16,27,29,30,16,3,14,10,21,28
2,2016,PHI,OC,32,21,7,9,21,22,16,14,10,11,10,18,5,6,24,28,16,28,13,12,10,10,15,5,16,9,15,13,17,9,22
3,2017,PHI,OC,32,1,4,1,4,7,3,11,6,3,24,4,22,13,13,1,6,14,4,4,4,1,1,3,6,4,31,17,18,4,7
4,2018,IND,HC,32,8,13,8,4,7,5,22,17,20,16,22,15,2,6,2,22,9,11,10,10,16,8,10,6,7,14,16,3,9,20
5,2019,IND,HC,32,17,12,17,18,25,16,16,5,7,10,11,22,24,30,19,12,25,16,18,10,6,7,3,12,21,18,23,24,7,22
6,2020,IND,HC,32,7,2,8,7,10,9,3,10,11,6,14,1,20,11,22,9,9,8,10,5,5,2,14,2,8,19,20,12,7,19
7,2021,IND,HC,32,14,1,7,18,16,9,8,5,2,5,2,27,27,26,12,4,17,16,9,2,7,10,3,20,1,18,19,31,3,20
8,2022,IND,HC,32,29,32,32,23,27,30,32,19,23,30,23,32,9,23,24,32,30,15,28,19,29,21,25,5,5,8,11,19,24,16
