Year,Age,Level,Employer,Role
2006,45,NFL,Indianapolis Colts,Intern
2007,46,NFL,Indianapolis Colts,Intern
2008,47,NFL,Indianapolis Colts,Offensive Asst.
2009,48,NFL,Indianapolis Colts,Offensive Asst.
2010,49,NFL,Indianapolis Colts,Offensive Asst.
2011,50,NFL,Indianapolis Colts,Offensive Asst.
2012,51,NFL,Arizona Cardinals,Wide Receivers
2013,52,NFL,San Diego Chargers,Quarterbacks
2014,53,NFL,San Diego Chargers,Offensive Coordinator
2015,54,NFL,San Diego Chargers,Offensive Coordinator
2016,55,NFL,Philadelphia Eagles,Offensive Coordinator
2017,56,NFL,Philadelphia Eagles,Offensive Coordinator
2018,57,NFL,Indianapolis Colts,Head Coach
2019,58,NFL,Indianapolis Colts,Head Coach
2020,59,NFL,Indianapolis Colts,Head Coach
2021,60,NFL,Indianapolis Colts,Head Coach
2022,61,NFL,Indianapolis Colts,Head Coach
2023,62,NFL,Carolina Panthers,Head Coach
