Year,Age,Level,Employer,Role
1920,25,College,Penn,Assistant Coach
1921,26,College,Penn,Assistant Coach
1922,27,College,Penn,Assistant Coach
1923,28,College,Penn,Assistant Coach
1924,29,College,Penn,Assistant Coach
1925,30,College,Penn,Assistant Coach
1926,31,College,Penn,Assistant Coach
1927,32,College,Penn,Assistant Coach
1928,33,College,Penn,Assistant Coach
1930,35,College,Temple,Assistant Coach
1931,36,College,Temple,Assistant Coach
1932,37,College,Temple,Assistant Coach
1936,41,NFL,Philadelphia Eagles,Head Coach
1937,42,NFL,Philadelphia Eagles,Head Coach
1938,43,NFL,Philadelphia Eagles,Head Coach
1939,44,NFL,Philadelphia Eagles,Head Coach
1940,45,NFL,Philadelphia Eagles,Head Coach
1941,46,NFL,Pittsburgh Steelers,Head Coach
