Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1976,45,DET,NFL,10,5,5,0,.500,2.8,-0.6,3.4,,,,,3,
1977,46,DET,NFL,14,6,8,0,.429,-7.4,-4.4,-3.0,,,,,3,
