,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,2004,PIT,OC,32,1,5,5,2,16,11,5,1,2,6,19,4,32,28,19,8,8,1,1,11,2,1,5,5,9,5,4,1,9,5
1,2005,PIT,OC,32,5,9,5,7,15,9,6,1,5,5,12,5,32,24,12,9,2,4,3,11,5,3,7,1,5,24,16,2,19,3
2,2006,PIT,OC,32,13,27,11,3,7,12,29,14,10,8,11,21,14,9,12,30,7,9,11,13,6,3,4,3,24,24,20,16,6,16
3,2007,ARI,HC,32,14,22,15,13,12,7,27,25,29,22,30,14,2,5,4,31,8,17,27,15,9,9,21,10,17,27,28,25,10,17
4,2008,ARI,HC,32,12,17,18,11,4,3,24,32,32,18,31,30,2,2,3,16,6,19,28,5,19,16,13,11,1,16,22,32,17,24
5,2009,ARI,HC,32,8,24,12,17,14,11,31,32,28,12,23,32,3,12,10,20,12,20,14,10,8,17,17,25,27,31,23,14,7,11
6,2010,ARI,HC,32,27,22,31,32,31,26,28,32,32,24,11,28,11,31,31,20,31,29,30,8,30,30,29,20,7,16,23,9,11,26
7,2011,ARI,HC,32,13,28,21,25,19,24,28,28,24,16,17,16,15,17,13,27,21,18,17,26,26,21,23,16,19,22,17,5,26,10
8,2012,ARI,HC,32,26,17,27,31,32,31,28,32,32,21,32,24,9,28,31,32,32,12,17,4,31,28,16,22,13,4,5,10,2,11
9,2013,SDG,OC,32,12,20,12,9,5,12,10,6,13,25,21,16,22,4,5,7,2,23,11,30,3,12,18,27,29,12,29,12,26,31
10,2014,TEN,HC,32,31,28,31,29,29,30,21,29,26,29,18,16,24,22,22,19,20,27,29,29,32,31,28,19,32,13,15,22,21,19
11,2015,TEN,HC,32,31,30,30,25,30,28,31,28,25,18,17,31,21,25,18,24,27,12,27,25,27,18,17,8,22,1,7,29,21,25
12,2016,SDG,OC,32,26,26,22,13,14,9,32,22,26,22,26,30,15,8,4,31,7,16,29,4,16,10,30,7,9,18,20,8,1,19
13,2017,LAC,OC,32,11,3,9,6,4,13,4,19,24,21,26,2,8,1,6,9,2,15,3,6,14,31,13,32,14,7,3,3,6,3
14,2018,LAC,OC,32,3,15,7,6,11,6,11,19,15,7,7,8,24,10,8,12,5,9,8,16,11,9,6,12,19,18,9,12,15,11
15,2019,LAC,OC,32,26,31,16,5,10,21,29,28,28,20,23,22,10,6,17,29,8,6,14,32,21,18,21,15,31,1,5,8,22,20
