Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
2020,50,DET,NFL,5,1,4,0,.200,-7.7,-1.0,-6.7,,,,,4,1,0,Interim coach after Week 12
2021,51,JAX,NFL,4,1,3,0,.250,-11.4,-7.7,-3.7,,,,,4,1,0,Interim coach after Week 14
