Year,Age,Level,Employer,Role
1926,27,College,Santa Barbara State,Head Coach
1927,28,College,Santa Barbara State,Head Coach
1928,29,College,Santa Barbara State,Head Coach
1932,33,College,San Jose State,Head Coach
1933,34,College,San Jose State,Head Coach
1934,35,College,San Jose State,Head Coach
1935,36,College,San Jose State,Head Coach
1936,37,College,San Jose State,Head Coach
1937,38,College,San Jose State,Head Coach
1938,39,College,San Jose State,Head Coach
1939,40,College,San Jose State,Head Coach
1940,41,College,Univ. of Rochester (NY),Head Coach
1941,42,College,Univ. of Rochester (NY),Head Coach
1942,43,College,Univ. of Rochester (NY),Head Coach
1943,44,College,Univ. of Rochester (NY),Head Coach
1944,45,NFL,Washington Redskins,Head Coach
1945,46,NFL,Washington Redskins,Head Coach
1946,47,AAFC,Los Angeles Dons,Head Coach
1947,48,AAFC,Los Angeles Dons,Head Coach
1948,49,College,West Virginia,Head Coach
1949,50,College,West Virginia,Head Coach
1950,51,College,New Mexico,Head Coach
1951,52,College,New Mexico,Head Coach
1952,53,College,New Mexico,Head Coach
