,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1944,45,WAS,NFL,10,6,3,1,.667,-2.8,-0.9,-1.9,,,,,3,
1,1945,46,WAS,NFL,10,8,2,0,.800,4.0,0.3,3.8,1,0,1,.000,1,
2,1946,47,LAD,AAFC,14,7,5,2,.583,0.9,2.2,-1.3,,,,,3,
3,1947,48,LAD,AAFC,11,5,6,0,.455,4.5,1.9,2.6,,,,,3,
