,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1930,25,New York Giants,NFL,2,2,0,0,1.000,11.7,7.8,3.9,,,,,2,co-coach with Steve Owen
1,1932,27,Brooklyn Dodgers,NFL,12,3,9,0,.250,-6.2,-3.5,-2.7,,,,,6,
