,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,261,3876.0,857.0,4.5,35.0,16,211.0,191,348,2154,11,19,5.7,98.0,479,1722,14,3.6,93.0,93,897,20.0,,,,,,,,,,,,,,,,,
1,buf,337,3806.0,853.0,4.5,26.0,15,213.0,157,338,2088,15,11,5.7,103.0,484,1718,16,3.5,87.0,73,814,23.0,,,,,,,,,,,,,,,,,
2,chi,261,4067.0,895.0,4.5,31.0,14,234.0,233,394,2596,18,17,6.0,133.0,459,1471,11,3.2,83.0,76,826,18.0,,,,,,,,,,,,,,,,,
3,cin,255,4178.0,874.0,4.8,39.0,16,236.0,209,428,2635,18,23,5.8,131.0,418,1543,11,3.7,87.0,81,784,18.0,,,,,,,,,,,,,,,,,
4,cle,265,4244.0,842.0,5.0,31.0,12,236.0,186,357,2238,16,19,5.7,120.0,451,2006,10,4.4,104.0,88,871,12.0,,,,,,,,,,,,,,,,,
5,clt,234,3845.0,883.0,4.4,34.0,9,214.0,238,452,2406,16,25,4.9,120.0,390,1439,6,3.7,79.0,101,1032,15.0,,,,,,,,,,,,,,,,,
6,crd,228,3869.0,894.0,4.3,35.0,14,242.0,183,382,2107,16,21,5.0,116.0,472,1762,10,3.7,96.0,68,659,30.0,,,,,,,,,,,,,,,,,
7,dal,221,3569.0,855.0,4.2,39.0,15,205.0,193,399,1913,10,24,4.3,105.0,415,1656,10,4.0,87.0,70,732,13.0,,,,,,,,,,,,,,,,,
8,den,264,3705.0,838.0,4.4,32.0,16,199.0,191,379,2354,20,16,5.5,118.0,409,1351,7,3.3,67.0,82,817,14.0,,,,,,,,,,,,,,,,,
9,det,202,3448.0,756.0,4.6,44.0,16,186.0,194,371,2296,14,28,5.8,112.0,362,1152,7,3.2,61.0,90,805,13.0,,,,,,,,,,,,,,,,,
10,gnb,293,4055.0,854.0,4.7,37.0,17,202.0,177,369,2226,13,20,5.6,102.0,453,1829,14,4.0,88.0,63,686,12.0,,,,,,,,,,,,,,,,,
11,kan,244,3667.0,861.0,4.3,43.0,12,226.0,195,408,2010,15,31,4.5,111.0,418,1657,10,4.0,83.0,77,817,32.0,,,,,,,,,,,,,,,,,
12,mia,228,4004.0,808.0,5.0,38.0,15,226.0,234,403,2551,17,23,6.1,128.0,387,1453,8,3.8,82.0,68,704,16.0,,,,,,,,,,,,,,,,,
13,min,143,2803.0,814.0,3.4,44.0,16,168.0,195,367,1438,6,28,3.5,89.0,398,1365,4,3.4,68.0,58,586,11.0,,,,,,,,,,,,,,,,,
14,nor,347,4952.0,916.0,5.4,38.0,16,263.0,238,430,3061,19,22,6.8,150.0,469,1891,15,4.0,100.0,79,875,13.0,,,,,,,,,,,,,,,,,
15,nwe,361,4261.0,865.0,4.9,25.0,17,242.0,177,334,2187,19,8,6.0,105.0,503,2074,20,4.1,115.0,101,1096,22.0,,,,,,,,,,,,,,,,,
16,nyg,270,4063.0,818.0,5.0,30.0,13,223.0,186,364,2371,19,17,5.9,110.0,419,1692,11,4.0,98.0,71,675,15.0,,,,,,,,,,,,,,,,,
17,nyj,286,3655.0,826.0,4.4,34.0,11,216.0,165,383,2372,20,23,5.7,122.0,408,1283,7,3.1,65.0,70,655,29.0,,,,,,,,,,,,,,,,,
18,oti,352,4398.0,840.0,5.2,26.0,8,227.0,164,344,2605,25,18,7.0,115.0,466,1793,16,3.8,85.0,76,833,27.0,,,,,,,,,,,,,,,,,
19,phi,332,3953.0,804.0,4.9,28.0,18,213.0,161,313,1889,16,10,5.4,95.0,457,2064,16,4.5,102.0,90,991,16.0,,,,,,,,,,,,,,,,,
20,pit,272,3996.0,906.0,4.4,38.0,15,225.0,191,393,2317,21,23,5.5,120.0,487,1679,8,3.4,91.0,76,790,14.0,,,,,,,,,,,,,,,,,
21,rai,293,4116.0,838.0,4.9,27.0,8,223.0,157,339,2089,22,19,5.5,104.0,460,2027,10,4.4,90.0,87,1148,29.0,,,,,,,,,,,,,,,,,
22,ram,202,3548.0,826.0,4.3,35.0,16,195.0,196,378,2189,15,19,5.1,113.0,395,1359,6,3.4,64.0,77,825,18.0,,,,,,,,,,,,,,,,,
23,sdg,278,4182.0,872.0,4.8,24.0,15,245.0,207,365,2215,13,9,5.7,117.0,480,1967,15,4.1,106.0,89,998,22.0,,,,,,,,,,,,,,,,,
24,sfo,267,3972.0,839.0,4.7,42.0,20,213.0,185,384,2173,19,22,5.2,110.0,425,1799,12,4.2,81.0,87,965,22.0,,,,,,,,,,,,,,,,,
25,was,314,4333.0,866.0,5.0,28.0,13,266.0,205,374,2265,14,15,5.7,125.0,468,2068,19,4.4,125.0,87,930,16.0,,,,,,,,,,,,,,,,,
