,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,-1.1615558065186955,-1.1550916601776684,-0.6403021625728997,-0.9803068305095519,0.5541302175559768,0.7589753337024753,-0.9385944543845117,0.17270507148207517,-0.759794792672762,-1.1913655100451694,0.3087247867165974,0.23663734849862336,-1.2085976788476573,-0.2680745638208246,-0.18653189545381224,-0.2745320009576825,-1.819243013005343,-0.2582884954724839,-0.6704065464503796,-0.3637756723048902,-0.23425466846283985,-1.1255862940592274,,,,,,,,,,,,,,,,,
1,buf,-1.1980738850791381,-0.11197272998952636,-0.747019189668383,0.1678002682854205,2.475114971750029,3.332891682780436,-0.7688312835045304,0.8029270867149106,0.5513555132669598,0.4743429425487312,-0.670158683360419,1.0911611069658753,-0.2882429610640857,0.35424138790608983,-1.5599348779102018,-0.7085893538232071,-0.8181780746320326,0.39159868668409037,-0.9506407941627568,1.7689483672865267,1.9771772198244777,-1.318120791727253,,,,,,,,,,,,,,,,,
2,chi,-0.2486038425076293,-1.528276449857047,-1.1205287845025746,-1.4395496700275414,0.14249062737153706,-0.3849874881099515,-1.7874103087844182,0.6847604588587539,0.9884056152468671,-0.24032662726200743,0.8960548687628073,0.4075421001920737,-0.945639188052351,-0.6414641348569733,-1.860366780322537,-1.9078737435923971,-2.0695092475986705,-1.5580628597856334,-1.8473903868423638,1.305312706505784,0.10370502210598607,0.22215518961695266,,,,,,,,,,,,,,,,,
3,cin,0.773902357184765,-0.0400334934248269,-0.5069058787035456,0.1678002682854205,-1.5040677333662218,-0.6709781935630582,-0.47174573446456325,-0.8120168273192302,-0.825352307969748,-1.0829137076225281,-0.8659353773758223,-1.4724101684358804,-0.5512014518593921,-1.0770853010658135,0.4572507525726203,1.1948325194833895,1.1839518021145878,1.4747439902783814,0.6747178425690309,-0.8274113330856331,-0.05792787338345241,-1.1255862940592274,,,,,,,,,,,,,,,,,
4,cle,0.29916733589901046,0.4860221739545379,0.5335851354774165,0.39742168804441413,0.5541302175559768,-0.09899678265684478,0.759037254415301,-0.10301706018229032,0.3328304622770062,0.8970268904523588,0.11294809270119414,0.7493516035789745,1.0265494929124448,1.22548372032377,0.4787101741735014,-0.34205203362565295,0.6834193329279328,-0.908175677629059,-0.05389120148314977,-1.3837741260225245,-1.5052769829934243,-0.1629138057190988,,,,,,,,,,,,,,,,,
5,clt,0.9382337107067569,0.42532344310307274,0.26679256773870824,0.39742168804441413,0.27970382409968364,-0.09899678265684478,0.8863596325752869,1.039260342427224,0.8572905846528949,1.4976830269469874,1.2876082567936138,0.4075421001920737,0.8950702475147922,2.09672605274145,-0.6157203274714339,-1.1233552687835973,-0.5679118400387051,-1.1248047383479174,-1.0066876437052323,-0.8274113330856331,-0.9616026981653131,0.9922931802890556,,,,,,,,,,,,,,,,,
6,crd,1.0112698678276422,1.182933528175064,-0.13339628386935412,1.5455287868393865,-0.1319357660847561,-0.09899678265684478,0.20730694905536184,-0.5756835716069169,0.28912545207901547,0.5939180067583101,-0.08282860131420913,-0.10517215488827739,0.5006325113218334,-0.6414641348569733,-0.22945073865557442,1.005133380082901,1.6844842713012431,1.9080021117160981,1.2351863379937853,0.3780413849442983,0.4196238632898886,-1.318120791727253,,,,,,,,,,,,,,,,,
7,dal,0.5365348465418878,1.133475303036833,0.2134340541909666,1.315907367080393,-0.818001749725489,-0.6709781935630582,0.33462932721534777,-1.717960974216431,-1.7431575221275533,-0.3070661979836328,0.3087247867165974,-0.6178864099686285,1.1580287383100987,-1.2015484914111962,1.7662754702263666,1.9761357546413338,1.1839518021145878,1.258114929559524,1.7396079838760643,0.656222781412744,0.6988079554989187,-0.740517298723176,,,,,,,,,,,,,,,,,
8,den,-0.30338096034829326,-0.2648436076895127,0.8804154735377372,-0.7506854107505583,0.9657698077404165,-0.3849874881099515,-0.17466018542459602,-0.37873919184665583,0.5732080183659551,-0.6518873133786974,-1.0617120713912256,1.432970610352776,-1.3400769242453099,-0.14361137347544173,-0.0792347874494068,0.3749464085151765,1.4342180367079156,0.6082277474029478,-0.22203175011057608,1.305312706505784,0.3535013151351183,0.41468968728497835,,,,,,,,,,,,,,,,,
9,det,1.4129687319925113,0.08810827170604402,-0.16007554064322493,0.1678002682854205,-0.9552149464536356,0.18699392279626192,0.9288004252952823,-1.0089612070794913,-1.8087150374245393,-1.1190643084300753,0.5045014807320007,-1.30150541674243,0.10619477512887325,-0.45476934933889895,1.594600097419318,1.4198992950432912,1.1839518021145878,0.6082277474029478,1.4033268866212116,-2.0328640511155642,-1.3216032381190623,0.7997586826210298,,,,,,,,,,,,,,,,,
10,gnb,-1.344146199320909,-1.2045498853158993,-0.08003777032161247,-1.4395496700275414,0.9657698077404165,0.7589753337024753,-1.1507984179844883,-0.6150724475589691,-0.5631222467818037,-1.238639372639654,-1.0617120713912256,0.7493516035789745,-1.2085976788476573,-0.2680745638208246,0.2855753797655717,-0.2906081992119612,-0.8181780746320326,-0.6915466169102007,-1.0627344932477076,-0.3637756723048902,-1.0865008446798792,-0.740517298723176,,,,,,,,,,,,,,,,,
