,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2023,222,3015,510,5.9,12,4,181,205,286,2110,17,8,7.1,107,212,905,9,4.3,61,55,427,13,84,44.0,14.3,Own 28.6,3:01,6.24,35.9,2.56,100,49,49.0,9,5,55.6,32,22,68.8
1,2022,455,6361,1037,6.1,27,13,367,361,574,4129,35,14,6.8,212,430,2232,15,5.2,128,92,709,27,171,45.0,15.2,Own 30.0,2:47,6.25,37.1,2.52,193,97,50.3%,13,7,53.8%,58,35,60.3%
2,2021,483,6493,1143,5.7,22,6,398,415,655,4284,36,16,6.3,236,461,2209,20,4.8,134,113,980,28,186,45.2,11.3,Own 32.2,2:54,6.32,34.8,2.56,222,103,46.4%,22,11,50.0%,77,48,62.3%
3,2020,501,6343,1034,6.1,22,11,397,410,596,4620,40,11,7.4,240,411,1723,16,4.2,119,102,941,38,170,49.4,11.8,Own 30.7,2:59,6.28,37.3,2.80,187,93,49.7%,10,8,80.0%,68,42,61.8%
4,2019,314,5283,1018,5.2,19,7,314,299,513,3229,21,12,5.8,162,465,2054,13,4.4,120,117,927,32,186,30.1,10.2,Own 28.9,2:35,5.62,28.5,1.63,212,76,35.8%,18,8,44.4%,44,25,56.8%
5,2018,269,4778,1008,4.7,32,9,283,271,499,2794,13,23,5.2,137,468,1984,15,4.2,108,116,992,38,193,26.4,15.5,Own 29.7,2:32,5.47,24.6,1.39,215,68,31.6%,18,7,38.9%,37,22,59.5%
6,2017,302,4842,1010,4.8,16,6,278,289,476,2825,16,10,5.4,149,487,2017,12,4.1,105,98,872,24,180,31.7,8.9,Own 28.2,2:31,5.92,26.9,1.57,241,101,41.9,15,2,13.3,44,23,52.3
7,2016,399,5666,1012,5.6,12,5,328,286,474,3036,17,7,5.8,155,492,2630,29,5.3,146,112,960,27,177,36.7,6.8,Own 28.9,2:42,5.91,31.8,2.14,210,86,41.0%,15,8,53.3%,54,35,64.8%
8,2015,379,5775,1016,5.7,19,10,297,295,465,3343,23,9,6.6,155,509,2432,19,4.8,122,143,1249,20,186,34.9,8.6,Own 26.7,2:42,5.61,31.0,1.95,227,86,37.9%,16,7,43.8%,38,19,50.0%
9,2014,343,5096,1020,5.0,23,10,273,363,579,3614,23,13,5.8,186,402,1482,7,3.7,65,124,1031,22,197,32.5,11.2,Own 30.2,2:25,5.37,25.8,1.58,229,84,36.7%,14,6,42.9%,51,22,43.1%
10,2013,339,5410,1116,4.8,27,12,301,299,522,3103,16,15,5.4,149,546,2307,15,4.2,113,110,954,39,214,29.9,12.1,Own 26.8,2:09,5.38,25.2,1.48,244,83,34.0%,14,4,28.6%,44,21,47.7%
11,2012,344,5486,983,5.6,34,17,301,309,511,3269,24,17,6.0,176,442,2217,12,5.0,103,104,871,22,190,30.0,17.4,Own 27.3,2:32,5.30,28.8,1.66,198,77,38.9%,8,5,62.5%,48,24,50.0%
12,2011,372,5624,992,5.7,30,5,313,356,578,3703,24,25,6.2,180,391,1921,12,4.9,100,86,743,33,189,31.2,15.9,Own 26.2,2:33,5.41,29.8,1.70,191,62,32.5%,22,9,40.9%,53,28,52.8%
13,2010,283,4878,954,5.1,39,18,263,296,519,3158,24,21,5.7,166,401,1720,6,4.3,82,82,633,15,182,25.3,19.2,Own 29.2,2:31,5.36,26.8,1.42,211,80,37.9%,24,11,45.8%,37,19,51.4%
14,2009,258,4382,911,4.8,30,11,233,256,441,2515,17,19,5.2,126,424,1867,6,4.4,81,107,855,26,188,27.1,13.8,Own 30.3,2:24,5.02,23.3,1.30,198,51,25.8%,15,7,46.7%,38,12,31.6%
15,2008,336,4882,956,5.1,30,15,287,309,479,3040,14,15,5.9,167,439,1842,16,4.2,107,71,538,13,176,34.1,16.5,Own 32.1,2:44,5.65,27.7,1.70,203,81,39.9%,16,7,43.8%,52,25,48.1%
16,2007,252,4434,919,4.8,21,7,248,263,445,2634,12,14,5.6,141,448,1800,8,4.0,91,78,633,16,177,24.9,11.9,Own 30.4,2:36,5.34,24.8,1.20,195,65,33.3%,18,8,44.4%,34,13,38.2%
17,2006,300,4271,898,4.8,29,15,234,268,431,2719,19,14,5.7,132,420,1552,9,3.7,82,87,629,20,186,27.4,15.1,Own 31.2,2:25,4.96,22.8,1.42,199,63,31.7%,11,5,45.5%,35,15,42.9%
18,2005,271,4122,930,4.4,26,10,259,269,459,2515,18,16,5.0,129,428,1607,6,3.8,96,120,897,34,177,29.9,14.1,Own 33.8,2:37,5.45,23.1,1.44,201,74,36.8%,16,6,37.5%,49,17,34.7%
19,2004,395,4691,982,4.8,29,12,271,262,461,2817,21,17,5.6,149,483,1874,15,3.9,102,121,1047,20,187,32.1,14.4,Own 36.2,2:36,5.42,24.8,1.73,215,77,35.8%,21,10,47.6%,61,28,45.9%
20,2003,243,4348,980,4.4,34,17,268,293,502,2684,11,17,4.9,150,427,1664,13,3.9,96,106,891,22,187,21.9,17.6,Own 30.3,2:33,5.37,23.0,1.17,212,67,31.6%,25,13,52.0%,45,21,46.7%
21,2002,379,5591,1054,5.3,31,16,355,377,612,3995,24,15,6.0,218,388,1596,17,4.1,90,112,1031,47,184,35.9,15.8,Own 29.7,2:43,5.91,30.3,1.97,212,90,42.5%,12,7,58.3%,58,31,53.4%
22,2001,265,5137,1009,5.1,33,13,287,327,557,3451,18,20,5.7,180,406,1686,9,4.2,75,123,954,32,184,24.5,16.8,Own 26.9,2:32,5.64,27.9,1.32,217,75,34.6%,24,12,50.0%,39,18,46.2%
23,2000,315,5498,1080,5.1,23,13,309,312,546,3576,20,10,5.9,174,475,1922,11,4.0,111,101,913,24,200,29.0,10.5,Own 29.4,2:35,5.59,27.4,1.51,247,92,37.2%,12,9,75.0%,56,27,48.2%
24,1999,320,5333,1059,5.0,27,11,313,290,513,3293,21,16,6.1,173,519,2040,12,3.9,117,97,789,23,190,30.5,14.2,Own 32.9,2:44,5.75,28.0,1.61,228,93,40.8%,21,11,52.4%,52,24,46.2%
25,1998,400,5541,1033,5.4,20,6,319,269,461,3380,28,14,6.7,176,531,2161,13,4.1,115,123,993,28,,,,,,,,,,,,,,,,,
26,1997,255,4657,1014,4.6,42,17,268,293,546,2875,14,25,4.9,144,422,1782,12,4.2,98,92,742,26,,,,,,,,,,,,,,,,,
27,1996,319,5119,1094,4.7,37,13,294,279,483,3218,18,24,6.1,149,563,1901,14,3.4,128,106,831,17,,,,,,,,,,,,,,,,,
28,1995,350,5117,1059,4.8,26,12,300,279,506,3124,24,14,5.8,142,521,1993,10,3.8,130,89,672,28,,,,,,,,,,,,,,,,,
29,1994,340,5244,1066,4.9,34,13,319,342,542,3413,23,21,5.9,181,483,1831,14,3.8,107,92,631,31,,,,,,,,,,,,,,,,,
30,1993,329,5260,1078,4.9,35,17,316,304,497,3317,20,18,6.3,176,550,1943,12,3.5,117,94,630,23,,,,,,,,,,,,,,,,,
31,1992,381,5893,1087,5.4,38,17,350,293,509,3457,23,21,6.4,192,549,2436,18,4.4,133,103,775,25,,,,,,,,,,,,,,,,,
32,1991,458,6252,1056,5.9,35,16,359,332,516,3871,39,19,7.0,208,505,2381,16,4.7,128,113,865,23,,,,,,,,,,,,,,,,,
33,1990,428,5276,931,5.7,21,10,302,263,425,3196,28,11,7.1,161,479,2080,20,4.3,123,92,683,18,,,,,,,,,,,,,,,,,
34,1989,409,5853,1045,5.6,41,21,334,281,478,3589,32,20,7.0,177,532,2264,15,4.3,136,103,831,21,,,,,,,,,,,,,,,,,
35,1988,329,5315,1012,5.3,33,16,313,271,454,3182,15,17,6.6,161,528,2133,15,4.0,137,109,824,15,,,,,,,,,,,,,,,,,
36,1987,270,4741,1018,4.7,43,24,294,292,516,2901,21,19,5.2,151,465,1840,9,4.0,111,94,762,32,,,,,,,,,,,,,,,,,
37,1986,287,5017,963,5.2,39,20,291,294,499,3363,22,19,6.2,152,419,1654,9,3.9,101,121,878,38,,,,,,,,,,,,,,,,,
38,1985,200,4595,971,4.7,52,21,256,263,517,2984,9,31,5.3,151,412,1611,13,3.9,86,132,965,19,,,,,,,,,,,,,,,,,
39,1984,250,4341,1046,4.2,44,14,263,298,588,2698,18,30,4.2,149,398,1643,9,4.1,98,121,997,16,,,,,,,,,,,,,,,,,
40,1983,283,4823,1023,4.7,40,12,309,317,571,3087,30,28,5.1,171,415,1736,4,4.2,100,144,1094,38,,,,,,,,,,,,,,,,,
41,1982,150,2927,604,4.8,26,9,180,149,273,1556,8,17,5.5,84,319,1371,9,4.3,83,69,582,13,,,,,,,,,,,,,,,,,
42,1981,311,5640,1043,5.4,38,18,315,253,503,3515,25,20,6.8,163,524,2125,13,4.1,127,114,1001,25,,,,,,,,,,,,,,,,,
43,1980,320,4972,1084,4.6,41,22,317,262,461,2750,20,19,5.7,157,603,2222,17,3.7,134,90,731,26,,,,,,,,,,,,,,,,,
44,1979,268,4837,982,4.9,34,19,252,241,465,3216,14,15,6.3,147,474,1621,11,3.4,83,104,887,22,,,,,,,,,,,,,,,,,
45,1978,302,4630,974,4.8,34,17,274,203,388,2249,21,17,5.4,113,556,2381,15,4.3,132,120,1103,29,,,,,,,,,,,,,,,,,
46,1977,160,4391,944,4.7,44,20,246,221,458,2530,12,24,5.1,141,450,1861,3,4.1,93,87,866,12,,,,,,,,,,,,,,,,,
47,1976,245,4404,964,4.6,43,26,250,156,383,1838,16,17,4.4,102,548,2566,11,4.7,135,91,797,13,,,,,,,,,,,,,,,,,
48,1975,420,5467,964,5.7,34,15,318,182,354,2493,28,19,6.6,132,588,2974,26,5.1,162,90,748,24,,,,,,,,,,,,,,,,,
49,1974,264,3586,829,4.3,29,14,220,128,251,1492,14,15,5.3,85,545,2094,11,3.8,118,79,706,17,,,,,,,,,,,,,,,,,
50,1973,259,4085,849,4.8,27,13,219,96,213,997,4,14,4.1,60,605,3088,20,5.1,152,75,744,7,,,,,,,,,,,,,,,,,
51,1972,257,3733,877,4.3,39,15,221,164,316,1601,16,24,4.4,98,512,2132,11,4.2,104,87,900,19,,,,,,,,,,,,,,,,,
52,1971,184,3326,770,4.3,48,16,185,202,401,1989,12,32,4.4,96,320,1337,6,4.2,68,74,691,21,,,,,,,,,,,,,,,,,
53,1970,204,3895,822,4.7,52,26,203,213,402,2430,13,26,5.3,120,367,1465,8,4.0,71,99,1108,12,,,,,,,,,,,,,,,,,
54,1969,230,3867,868,4.5,51,21,224,215,442,2345,17,30,4.8,122,384,1522,7,4.0,83,67,632,19,,,,,,,,,,,,,,,,,
55,1968,199,2870,844,3.4,42,14,159,168,405,1343,7,28,3.0,72,400,1527,9,3.8,71,67,687,16,,,,,,,,,,,,,,,,,
56,1967,237,3588,850,4.2,47,13,203,183,434,2317,14,34,4.8,119,371,1271,9,3.4,65,74,828,19,,,,,,,,,,,,,,,,,
57,1966,358,4748,944,5.0,36,15,255,199,473,2856,15,21,5.8,126,455,1892,19,4.2,110,62,637,19,,,,,,,,,,,,,,,,,
58,1965,313,3749,882,4.3,38,14,206,208,461,2461,13,24,5.0,119,392,1288,16,3.3,69,78,685,18,,,,,,,,,,,,,,,,,
59,1964,400,5206,924,5.6,52,18,255,174,397,3166,19,34,7.3,130,492,2040,25,4.1,114,62,511,11,,,,,,,,,,,,,,,,,
60,1963,304,4904,947,5.2,40,16,272,227,457,3053,16,24,6.2,147,453,1851,21,4.1,107,63,532,18,,,,,,,,,,,,,,,,,
61,1962,309,4464,875,5.1,38,12,238,150,351,1984,15,26,5.3,96,501,2480,20,5.0,119,74,797,23,,,,,,,,,,,,,,,,,
62,1961,294,3950,940,4.2,42,17,243,194,439,2344,15,25,4.7,128,438,1606,18,3.7,92,65,549,23,,,,,,,,,,,,,,,,,
63,1960,296,3900,909,4.3,44,15,211,184,447,2356,19,29,4.8,109,417,1544,15,3.7,77,57,615,25,,,,,,,,,,,,,,,,,
