,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,bkn,166.0,2408.0,543.0,4.4,19.0,9.0,95.0,78.0,181.0,1227.0,9.0,10.0,6.8,41.0,362.0,1181.0,13.0,3.3,41.0,63.0,539.0,13.0,,,,,,,,,,,,,,,,,
1,byk,233.0,2706.0,612.0,4.4,27.0,11.0,126.0,76.0,166.0,1131.0,11.0,16.0,6.8,44.0,446.0,1575.0,17.0,3.5,81.0,77.0,561.0,1.0,,,,,,,,,,,,,,,,,
2,chi,172.0,2006.0,506.0,4.0,34.0,10.0,110.0,69.0,208.0,1052.0,10.0,24.0,5.1,38.0,298.0,954.0,11.0,3.2,49.0,59.0,489.0,23.0,,,,,,,,,,,,,,,,,
3,crd,328.0,2956.0,570.0,5.2,28.0,12.0,109.0,98.0,204.0,1575.0,22.0,16.0,7.7,46.0,366.0,1381.0,23.0,3.8,56.0,77.0,633.0,7.0,,,,,,,,,,,,,,,,,
4,det,151.0,2658.0,649.0,4.1,42.0,16.0,129.0,106.0,246.0,1442.0,15.0,26.0,5.9,57.0,403.0,1216.0,7.0,3.0,63.0,51.0,405.0,9.0,,,,,,,,,,,,,,,,,
5,gnb,141.0,2359.0,584.0,4.0,41.0,12.0,114.0,89.0,227.0,1229.0,10.0,29.0,5.4,49.0,357.0,1130.0,9.0,3.2,56.0,88.0,700.0,9.0,,,,,,,,,,,,,,,,,
6,nyg,75.0,2290.0,632.0,3.6,45.0,11.0,137.0,114.0,258.0,1290.0,3.0,34.0,5.0,64.0,374.0,1000.0,5.0,2.7,66.0,54.0,412.0,7.0,,,,,,,,,,,,,,,,,
7,phi,131.0,1937.0,552.0,3.5,37.0,4.0,86.0,105.0,231.0,1379.0,12.0,33.0,6.0,35.0,321.0,558.0,6.0,1.7,43.0,79.0,570.0,8.0,,,,,,,,,,,,,,,,,
8,ram,224.0,2846.0,593.0,4.8,44.0,17.0,116.0,87.0,206.0,1434.0,16.0,27.0,7.0,41.0,387.0,1412.0,15.0,3.6,69.0,77.0,627.0,6.0,,,,,,,,,,,,,,,,,
9,was,180.0,2658.0,597.0,4.5,28.0,9.0,123.0,84.0,188.0,1166.0,9.0,19.0,6.2,47.0,409.0,1492.0,12.0,3.6,71.0,60.0,421.0,5.0,,,,,,,,,,,,,,,,,
