,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1986,51,St. Louis Cardinals,NFL,16,4,11,1,.281,-8.1,-6.5,-1.6,,,,,5,
1,1987,52,St. Louis Cardinals,NFL,15,7,8,0,.467,-0.9,2.2,-3.1,,,,,3,
2,1988,53,Phoenix Cardinals,NFL,16,7,9,0,.438,-3.2,0.5,-3.7,,,,,4,
3,1989,54,Phoenix Cardinals,NFL,11,5,6,0,.455,-7.1,-4.0,-3.1,,,,,4,
