,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,461,5786.0,994.0,5.8,23.0,17,309.0,302,485,3745,26,6,7.2,182.0,473,2041,18,4.3,102.0,106,816,25.0,,,,,,,,,,,,,,,,,
1,buf,266,4737.0,1105.0,4.3,28.0,14,283.0,292,562,3068,11,14,5.0,168.0,495,1669,12,3.4,94.0,86,607,21.0,,,,,,,,,,,,,,,,,
2,car,218,4776.0,990.0,4.8,38.0,16,251.0,307,556,3214,17,22,5.2,167.0,374,1562,6,4.2,69.0,133,1155,15.0,,,,,,,,,,,,,,,,,
3,chi,305,4884.0,981.0,5.0,28.0,11,295.0,314,524,3267,21,17,5.9,183.0,427,1617,13,3.8,87.0,113,849,25.0,,,,,,,,,,,,,,,,,
4,cin,369,5469.0,1047.0,5.2,44.0,10,317.0,319,571,3826,22,34,6.3,196.0,444,1643,15,3.7,109.0,102,768,12.0,,,,,,,,,,,,,,,,,
5,clt,334,5403.0,1022.0,5.3,23.0,10,305.0,318,534,3643,25,13,6.5,189.0,459,1760,12,3.8,108.0,121,970,8.0,,,,,,,,,,,,,,,,,
6,crd,397,5361.0,1062.0,5.0,25.0,14,337.0,311,520,3499,21,11,6.4,192.0,514,1862,18,3.6,120.0,104,841,25.0,,,,,,,,,,,,,,,,,
7,dal,250,4382.0,958.0,4.6,33.0,14,260.0,271,484,2806,10,19,5.4,144.0,437,1576,10,3.6,89.0,94,717,27.0,,,,,,,,,,,,,,,,,
8,den,275,4470.0,951.0,4.7,32.0,9,261.0,302,566,3139,22,23,5.2,165.0,345,1331,5,3.9,67.0,119,834,29.0,,,,,,,,,,,,,,,,,
9,det,368,5351.0,1044.0,5.1,19.0,8,324.0,311,502,3344,28,11,6.3,172.0,510,2007,12,3.9,126.0,114,938,26.0,,,,,,,,,,,,,,,,,
10,gnb,210,4156.0,981.0,4.2,39.0,13,248.0,283,544,2740,12,26,4.7,151.0,400,1416,7,3.5,74.0,107,797,23.0,,,,,,,,,,,,,,,,,
