Year,Age,Level,Employer,Role
1906,23,College,Oregon,Head Coach
1908,25,College,Arkansas,Head Coach
1909,26,College,Arkansas,Head Coach
1910,27,College,Arkansas,Head Coach
1911,28,College,Arkansas,Head Coach
1912,29,College,Arkansas,Head Coach
1913,30,College,Oregon,Head Coach
1914,31,College,Oregon,Head Coach
1915,32,College,Oregon,Head Coach
1916,33,College,Oregon,Head Coach
1918,35,College,Penn State,Head Coach
1919,36,College,Penn State,Head Coach
1920,37,College,Penn State,Head Coach
1921,38,College,Penn State,Head Coach
1922,39,College,Penn State,Head Coach
1923,40,College,Penn State,Head Coach
1924,41,College,Penn State,Head Coach
1925,42,College,Penn State,Head Coach
1926,43,College,Penn State,Head Coach
1927,44,College,Penn State,Head Coach
1928,45,College,Penn State,Head Coach
1929,46,College,Penn State,Head Coach
1937,54,NFL,Cleveland Rams,Head Coach
1938,55,NFL,Cleveland Rams,Head Coach
1949,66,College,Delaware Valley,Head Coach
