,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2023,208,2569,526,4.9,7,3,157,186,279,1786,11,4,6.1,98,232,783,7,3.4,45,49,341,14,91,38.5,7.7,Own 30.5,2:54,6.0,28.2,1.95,109,41,37.6,10,6,60.0,28,13,46.4
1,2022,347,5474,1091,5.0,30,11,314,364,596,3681,28,19,5.7,194,441,1793,7,4.1,90,89,699,30,190,30.5,14.2,Own 28.9,2:48,5.9,28.7,1.63,241,97,40.2%,27,10,37.0%,50,29,58.0%
2,2021,303,5284,1038,5.1,30,7,308,319,538,3181,21,23,5.5,176,464,2103,9,4.5,111,100,831,21,177,29.4,16.9,Own 26.8,2:51,6.1,29.9,1.56,211,77,36.5%,32,17,53.1%,48,23,47.9%
3,2020,353,5660,982,5.8,22,4,339,333,494,3557,22,18,6.9,187,464,2103,17,4.5,131,82,639,21,157,38.9,14.0,Own 24.6,3:10,6.4,35.9,2.16,186,76,40.9%,16,9,56.3%,49,32,65.3%
4,2019,225,4414,948,4.7,36,11,261,303,536,2886,13,25,5.0,150,365,1528,7,4.2,72,107,920,39,194,19.1,17.0,Own 24.9,2:20,5.0,22.7,0.98,195,47,24.1%,22,8,36.4%,29,14,48.3%
5,2018,325,5746,1002,5.7,28,10,322,370,605,3943,29,18,6.2,208,367,1803,7,4.9,93,91,838,21,187,32.6,15.0,Own 29.1,2:28,5.5,30.7,1.75,197,76,38.6%,16,6,37.5%,46,27,58.7%
6,2017,296,5856,1022,5.7,18,6,325,367,590,4020,24,12,6.4,204,390,1836,6,4.7,98,111,1035,23,172,30.2,9.9,Own 24.8,2:44,6.1,34.0,1.60,208,82,39.4,23,10,43.5,48,21,43.8
7,2016,250,5223,998,5.2,23,10,294,368,596,3806,21,13,6.0,190,368,1417,6,3.9,81,113,930,23,179,26.8,11.2,Own 25.0,2:34,5.7,29.0,1.41,206,76,36.9%,18,7,38.9%,44,23,52.3%
8,2015,315,5430,1042,5.2,21,9,303,361,596,3852,24,12,6.0,204,397,1578,8,4.0,77,112,1013,22,190,28.9,10.5,Own 24.2,2:32,5.6,28.6,1.54,225,84,37.3%,18,8,44.4%,42,24,57.1%
9,2014,313,5506,1033,5.3,25,9,329,342,574,3837,24,16,6.2,196,419,1669,6,4.0,88,92,752,45,182,32.4,13.2,Own 25.5,2:40,5.9,30.2,1.63,209,84,40.2%,23,8,34.8%,46,22,47.8%
10,2013,338,5969,1118,5.3,29,12,338,336,589,3824,25,17,6.0,208,481,2145,11,4.5,110,110,951,20,196,29.6,13.3,Own 24.1,2:32,5.8,30.3,1.62,232,98,42.2%,21,4,19.0%,50,28,56.0%
11,2012,331,5972,1046,5.7,41,21,340,369,594,4342,27,20,6.9,207,415,1630,10,3.9,100,101,932,33,196,30.1,20.4,Own 26.1,2:25,5.5,30.3,1.68,205,82,40.0%,23,9,39.1%,46,24,52.2%
12,2011,342,6577,1064,6.2,34,11,370,386,619,4703,26,23,7.1,245,405,1874,13,4.6,101,115,907,24,181,32.6,17.1,Own 24.5,2:46,6.0,36.2,1.84,202,87,43.1%,19,8,42.1%,61,34,55.7%
13,2010,313,5864,1056,5.6,38,13,348,388,611,4136,25,25,6.4,226,409,1728,10,4.2,99,84,687,23,176,30.7,21.0,Own 28.2,2:51,6.1,33.2,1.72,210,99,47.1%,20,12,60.0%,50,27,54.0%
14,2009,285,5123,941,5.4,28,10,289,300,512,3355,25,18,6.2,193,398,1768,6,4.4,80,91,780,16,179,25.1,14.0,Own 27.4,2:26,5.4,28.4,1.45,194,72,37.1%,21,10,47.6%,40,22,55.0%
15,2008,309,4944,920,5.4,22,8,268,288,474,3222,27,14,6.4,176,415,1722,8,4.1,78,81,636,14,170,30.6,12.9,Own 27.8,2:38,5.5,29.1,1.74,205,91,44.4%,10,2,20.0%,45,30,66.7%
16,2007,274,4613,933,4.9,31,12,278,314,526,3041,23,19,5.3,172,360,1572,7,4.4,91,96,764,15,175,24.0,16.6,Own 27.0,2:30,5.4,26.3,1.41,187,63,33.7%,20,11,55.0%,41,24,58.5%
17,2006,237,4710,950,5.0,35,13,264,294,518,3203,10,22,5.7,164,388,1507,11,3.9,67,102,918,33,182,23.6,18.7,Own 28.6,2:30,5.4,25.7,1.17,209,75,35.9%,11,3,27.3%,35,12,34.3%
18,2005,338,5283,997,5.3,18,8,306,296,527,3703,25,10,6.6,179,437,1580,11,3.6,94,132,1068,33,182,33.0,9.3,Own 29.0,2:37,5.6,29.0,1.78,219,92,42.0%,9,3,33.3%,48,27,56.3%
