,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
19,2004,260,4972,988,5.0,36,16,290,315,538,3400,18,20,5.8,177,405,1572,9,3.9,83,118,1014,30,175,24.0,20.0,Own 30.8,2:37,5.8,28.4,1.34,209,81,38.8%,30,13,43.3%,49,20,40.8%
20,2003,238,4666,1060,4.4,41,12,293,328,618,3232,11,29,4.9,177,401,1434,10,3.6,91,107,845,25,200,23.0,19.5,Own 30.6,2:23,5.5,23.5,1.11,235,81,34.5%,16,6,37.5%,46,18,39.1%
21,2002,346,5377,1032,5.2,29,11,315,314,531,3179,23,18,5.6,158,467,2198,17,4.7,129,99,928,28,187,32.1,15.5,Own 31.0,2:39,5.7,28.8,1.82,221,95,43.0%,16,10,62.5%,54,34,63.0%
22,2001,272,5352,1016,5.3,35,13,303,299,546,3497,15,22,6.0,171,429,1855,7,4.3,99,93,839,33,188,27.7,17.6,Own 29.8,2:31,5.6,28.4,1.30,215,80,37.2%,15,5,33.3%,49,19,38.8%
23,2000,338,5353,1068,5.0,23,13,326,321,544,3522,23,10,6.1,184,495,1831,12,3.7,108,95,897,34,189,31.2,11.6,Own 30.5,2:41,5.8,28.3,1.68,237,103,43.5%,10,9,90.0%,54,28,51.9%
24,1999,284,4808,1048,4.6,31,15,281,293,520,3013,23,16,5.4,154,486,1795,6,3.7,106,102,775,21,206,26.2,14.1,Own 31.4,2:27,5.2,23.2,1.35,232,82,35.3%,18,5,27.8%,42,19,45.2%
25,1998,329,5182,1053,4.9,31,7,305,336,570,3635,26,24,6.0,208,447,1547,8,3.5,76,104,787,21,,,,,,,,,,,,,,,,,
26,1997,289,5085,1100,4.6,32,13,322,368,619,3469,14,19,5.2,183,436,1616,16,3.7,114,106,763,25,,,,,,,,,,,,,,,,,
27,1996,313,5305,1063,5.0,34,11,305,322,596,3803,17,23,6.0,178,434,1502,14,3.5,102,139,1189,25,,,,,,,,,,,,,,,,,
28,1995,377,5764,1034,5.6,29,14,308,342,549,3886,29,15,6.6,181,448,1878,12,4.2,106,104,816,21,,,,,,,,,,,,,,,,,
29,1994,312,5207,1006,5.2,40,18,280,298,545,3447,21,22,5.9,173,422,1760,11,4.2,86,110,795,21,,,,,,,,,,,,,,,,,
30,1993,286,4796,1013,4.7,22,9,269,280,474,2845,20,13,5.6,161,505,1951,9,3.9,97,111,803,11,,,,,,,,,,,,,,,,,
31,1992,363,5048,1000,5.0,29,15,292,258,459,3097,22,14,6.5,149,521,1951,15,3.7,112,90,673,31,,,,,,,,,,,,,,,,,
32,1991,305,5431,1050,5.2,31,19,312,335,565,3852,25,12,6.5,199,460,1579,5,3.4,94,83,608,19,,,,,,,,,,,,,,,,,
33,1990,446,5697,972,5.9,32,18,307,218,374,3021,21,14,7.4,139,565,2676,29,4.7,151,73,488,17,,,,,,,,,,,,,,,,,
34,1989,391,5644,975,5.8,28,12,297,259,449,3666,27,16,7.6,176,495,1978,19,4.0,110,111,954,11,,,,,,,,,,,,,,,,,
35,1988,284,4681,961,4.9,35,15,272,234,436,2582,13,20,5.6,138,496,2099,20,4.2,119,108,858,15,,,,,,,,,,,,,,,,,
36,1987,293,4877,1053,4.6,42,21,293,273,520,3099,17,21,5.5,159,490,1778,13,3.6,112,110,846,22,,,,,,,,,,,,,,,,,
37,1986,307,5181,1031,5.0,40,19,286,255,473,2978,15,21,5.7,153,510,2203,19,4.3,118,106,866,15,,,,,,,,,,,,,,,,,
38,1985,290,4714,1042,4.5,47,24,284,262,525,3059,14,23,5.3,168,466,1655,15,3.6,92,83,699,24,,,,,,,,,,,,,,,,,
39,1984,352,5100,1066,4.8,25,8,311,283,513,3214,25,17,5.7,182,498,1886,11,3.8,109,87,773,20,,,,,,,,,,,,,,,,,
40,1983,289,5576,1102,5.1,36,19,326,277,514,3295,19,17,6.0,172,549,2281,9,4.2,129,84,674,25,,,,,,,,,,,,,,,,,
41,1982,157,2808,602,4.7,23,11,185,142,267,1519,9,12,5.3,88,315,1289,9,4.1,87,39,290,10,,,,,,,,,,,,,,,,,
42,1981,370,5827,1103,5.3,33,17,328,243,439,2877,18,16,6.3,148,644,2950,20,4.6,160,83,763,20,,,,,,,,,,,,,,,,,
43,1980,325,4762,984,4.8,34,10,270,266,458,2886,28,24,5.7,141,482,1876,12,3.9,118,92,833,11,,,,,,,,,,,,,,,,,
44,1979,326,4323,1019,4.2,43,23,283,246,467,2553,13,20,4.9,139,495,1770,22,3.6,118,102,902,26,,,,,,,,,,,,,,,,,
45,1978,286,4615,971,4.8,43,21,258,235,425,2763,21,22,6.0,143,511,1852,14,3.6,100,81,683,15,,,,,,,,,,,,,,,,,
46,1977,217,3638,866,4.2,29,10,215,188,356,2033,16,19,4.9,111,452,1605,8,3.6,86,71,610,18,,,,,,,,,,,,,,,,,
47,1976,236,4022,946,4.3,50,27,258,229,437,2175,16,23,4.5,134,462,1847,12,4.0,102,83,715,22,,,,,,,,,,,,,,,,,
48,1975,358,4464,956,4.7,29,16,254,213,368,2244,18,13,5.6,120,555,2220,20,4.0,118,103,759,16,,,,,,,,,,,,,,,,,
49,1974,289,4067,879,4.6,38,14,240,210,374,2480,17,24,6.0,129,467,1587,16,3.4,100,76,642,11,,,,,,,,,,,,,,,,,
50,1973,300,4188,832,5.0,31,18,215,134,240,1338,11,13,4.9,67,560,2850,16,5.1,142,77,693,6,,,,,,,,,,,,,,,,,
51,1972,446,5250,889,5.9,24,14,288,175,326,2533,24,10,7.4,124,548,2717,27,5.0,143,88,862,21,,,,,,,,,,,,,,,,,
52,1971,325,4072,856,4.8,29,14,237,170,350,2154,16,15,5.7,111,481,1918,14,4.0,106,60,559,20,,,,,,,,,,,,,,,,,
53,1970,361,4261,865,4.9,25,17,242,177,334,2187,19,8,6.0,105,503,2074,20,4.1,115,101,1096,22,,,,,,,,,,,,,,,,,
54,1969,316,4810,898,5.4,34,14,278,203,348,2451,18,20,6.6,115,528,2359,18,4.5,142,69,810,21,,,,,,,,,,,,,,,,,
55,1968,406,4415,922,4.8,40,17,237,200,416,2590,20,23,5.8,123,479,1825,22,3.8,86,70,874,28,,,,,,,,,,,,,,,,,
56,1967,389,4206,871,4.8,34,17,219,211,423,2856,28,17,6.3,138,417,1350,12,3.2,61,70,722,20,,,,,,,,,,,,,,,,,
57,1966,283,4491,900,5.0,37,15,243,247,509,3356,26,22,6.3,153,369,1135,7,3.1,68,76,757,22,,,,,,,,,,,,,,,,,
58,1965,302,4131,886,4.7,30,9,232,206,431,2600,17,21,5.6,127,425,1531,10,3.6,92,72,658,13,,,,,,,,,,,,,,,,,
59,1964,297,4360,933,4.7,48,17,243,261,530,3217,23,31,5.6,165,356,1143,10,3.2,63,83,734,15,,,,,,,,,,,,,,,,,
60,1963,257,3735,855,4.4,42,13,222,230,477,2627,21,29,4.8,144,312,1108,12,3.6,59,62,583,19,,,,,,,,,,,,,,,,,
61,1962,295,4534,877,5.2,35,10,220,216,450,3108,19,25,6.4,136,393,1426,14,3.6,68,62,554,16,,,,,,,,,,,,,,,,,
62,1961,313,4123,873,4.7,42,20,243,241,479,3082,27,22,5.9,151,350,1041,9,3.0,72,67,661,20,,,,,,,,,,,,,,,,,
63,1960,349,4471,906,4.9,45,20,237,210,429,2742,19,25,6.0,135,449,1729,20,3.9,78,77,825,24,,,,,,,,,,,,,,,,,
