,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2023,161,2373,487,4.9,7,3,139,159,255,1557,15,4,5.8,83,217,816,1,3.8,39,55,434,17,91,33.0,7.7,Own 29.5,2:35,5.5,26.0,1.69,101,34,33.7%,8,3,37.5%,19,8,42.1%
1,2022,386,6156,1082,5.7,17,7,351,372,561,3942,26,10,6.8,200,500,2214,15,4.4,136,100,804,15,170,43.5,10.0,Own 29.0,3:03,6.6,36.2,2.27,220,101,45.9%,17,7,41.2%,60,33,55.0%
2,2021,459,6194,1114,5.6,20,8,383,391,577,3952,31,12,6.6,214,519,2242,19,4.3,143,118,956,26,170,44.7,11.2,Own 29.3,3:11,6.7,36.3,2.52,217,105,48.4%,22,11,50.0%,69,44,63.8%
3,2020,414,6374,1034,6.2,21,9,367,425,625,4697,34,12,7.2,239,380,1677,15,4.4,97,91,800,31,174,42.0,12.1,Own 28.6,2:42,6.1,36.6,2.39,195,80,41.0%,23,10,43.5%,56,36,64.3%
4,2019,399,5693,985,5.8,20,8,330,351,536,3918,28,12,6.9,192,421,1775,13,4.2,108,127,1080,30,167,42.5,9.0,Own 28.8,2:47,6.1,34.1,2.26,193,77,39.9%,20,12,60.0%,53,31,58.5%
5,2018,423,6152,1031,6.0,19,4,375,398,585,4153,33,15,6.7,226,409,1999,16,4.9,115,108,1001,34,171,41.5,10.5,Own 27.3,2:53,6.2,36.0,2.39,195,95,48.7%,13,10,76.9%,54,38,70.4%
6,2017,315,5094,994,5.1,16,8,323,362,553,3429,22,8,5.8,197,402,1665,9,4.1,97,103,880,29,164,36.0,9.1,Own 28.9,2:57,6.3,31.0,1.84,196,75,38.3%,19,13,68.4%,48,22,45.8%
7,2016,406,5939,1059,5.6,22,10,358,422,655,4267,31,12,6.2,232,370,1672,15,4.5,95,113,974,31,176,39.2,11.4,Own 26.7,2:44,6.2,33.6,2.22,213,89,41.8%,25,18,72.0%,55,40,72.7%
8,2015,345,5562,996,5.6,23,8,335,370,561,3882,19,15,6.7,197,416,1680,20,4.0,107,95,728,31,172,34.3,13.4,Own 27.1,2:39,5.9,32.3,1.94,191,82,42.9%,15,5,33.3%,53,33,62.3%
9,2014,417,6372,1038,6.1,28,12,358,359,566,4478,20,16,7.6,224,450,1894,21,4.2,108,91,744,26,169,42.6,14.2,Own 27.9,2:54,6.4,37.6,2.25,203,95,46.8%,8,4,50.0%,58,33,56.9%
10,2013,443,6070,1003,6.1,21,11,326,341,516,3897,31,10,7.1,196,455,2173,14,4.8,102,104,885,28,175,45.1,11.4,Own 27.7,2:44,5.9,34.7,2.38,209,96,45.9%,11,7,63.6%,57,34,59.6%
11,2012,299,5849,991,5.9,31,11,298,337,551,3878,14,20,6.7,189,411,1971,16,4.8,99,83,641,10,180,31.7,17.2,Own 25.5,2:35,5.7,32.5,1.62,200,81,40.5%,13,6,46.2%,42,19,45.2%
12,2011,350,5338,965,5.5,29,10,292,340,560,3786,25,19,6.4,186,372,1552,10,4.2,87,101,843,19,180,32.2,15.0,Own 26.9,2:30,5.5,29.6,1.74,211,93,44.1%,11,6,54.5%,47,22,46.8%
13,2010,288,5319,957,5.6,31,9,284,364,560,3625,23,22,6.1,183,366,1694,9,4.6,87,116,1003,14,180,26.1,16.1,Own 24.3,2:30,5.4,29.6,1.49,201,79,39.3%,17,9,52.9%,42,23,54.8%
14,2009,325,5582,997,5.6,28,13,303,335,536,3871,25,15,6.9,197,433,1711,10,4.0,89,110,892,17,171,32.2,15.2,Own 27.9,2:50,6.0,32.6,1.78,214,97,45.3%,17,8,47.1%,51,26,51.0%
15,2008,325,5566,998,5.6,18,8,309,325,549,3526,20,10,6.0,189,415,2040,17,4.9,108,109,854,12,178,32.0,9.0,Own 27.3,2:39,5.7,31.1,1.79,208,79,38.0%,20,10,50.0%,52,27,51.9%
16,2007,414,5688,1042,5.5,28,12,320,336,536,3655,27,16,6.5,190,481,2033,12,4.2,105,91,808,25,187,35.8,13.4,Own 28.5,2:42,5.7,30.3,1.91,210,78,37.1%,21,11,52.4%,47,25,53.2%
17,2006,328,5325,994,5.4,26,14,313,321,515,3668,20,12,6.6,183,442,1657,14,3.7,97,99,799,33,179,31.8,13.4,Own 28.3,2:43,5.7,29.7,1.72,207,87,42.0%,10,4,40.0%,50,25,50.0%
18,2005,341,5200,1001,5.2,29,13,319,320,526,3137,18,16,5.6,167,438,2063,18,4.7,122,114,981,30,190,32.1,14.7,Own 30.2,2:34,5.4,27.3,1.72,192,58,30.2%,16,10,62.5%,49,26,53.1%
19,2004,337,5207,999,5.2,32,13,310,328,517,3526,19,19,6.2,183,434,1681,20,3.9,107,129,930,20,185,29.7,16.8,Own 29.6,2:40,5.5,28.1,1.74,200,72,36.0%,16,10,62.5%,49,31,63.3%
20,2003,422,6108,1043,5.9,31,16,333,323,508,3800,28,15,7.0,187,499,2308,21,4.6,122,130,1001,24,203,33.5,14.8,Own 33.1,2:34,5.3,30.0,1.97,216,86,39.8%,14,5,35.7%,66,38,57.6%
21,2002,314,5334,1002,5.3,39,15,288,285,514,3287,23,24,5.9,171,441,2047,12,4.6,97,112,920,20,190,27.9,19.5,Own 29.0,2:27,5.4,28.0,1.57,214,85,39.7%,21,9,42.9%,44,27,61.4%
22,2001,377,5845,957,6.1,30,12,298,331,515,3902,29,18,7.1,184,405,1943,13,4.8,95,97,852,19,180,33.9,15.0,Own 30.1,2:35,5.5,32.2,1.95,201,93,46.3%,8,2,25.0%,51,29,56.9%
23,2000,413,5607,999,5.6,25,10,308,306,515,3624,23,15,6.6,175,453,1983,16,4.4,113,122,1010,20,184,37.0,12.5,Own 30.3,2:39,5.6,30.5,1.96,198,71,35.9%,18,11,61.1%,55,26,47.3%
24,1999,380,5223,995,5.2,18,6,293,274,468,3151,20,12,6.2,149,487,2072,18,4.3,111,126,980,33,185,34.6,9.7,Own 31.7,2:43,5.6,28.1,1.86,220,86,39.1%,18,8,44.4%,50,26,52.0%
25,1998,289,4734,950,5.0,44,25,267,311,551,3531,22,19,6.0,172,361,1203,7,3.3,65,118,858,30,,,,,,,,,,,,,,,,,
26,1997,361,5106,960,5.3,28,10,274,275,496,3440,24,18,6.2,180,409,1666,18,4.1,76,115,872,18,,,,,,,,,,,,,,,,,
27,1996,461,5786,994,5.8,23,17,309,302,485,3745,26,6,7.2,182,473,2041,18,4.3,102,106,816,25,,,,,,,,,,,,,,,,,
28,1995,349,6088,1084,5.6,30,12,340,405,650,4541,28,18,6.7,230,404,1547,12,3.8,96,94,688,14,,,,,,,,,,,,,,,,,
29,1994,385,5829,1038,5.6,33,11,330,364,580,4136,26,22,6.8,201,426,1693,16,4.0,107,111,853,22,,,,,,,,,,,,,,,,,
30,1993,385,5421,951,5.7,24,11,278,308,505,3637,27,13,6.8,180,419,1784,14,4.3,79,100,874,19,,,,,,,,,,,,,,,,,
31,1992,414,5549,934,5.9,23,12,304,277,439,3255,24,11,6.9,172,464,2294,20,4.9,109,92,761,23,,,,,,,,,,,,,,,,,
32,1991,338,5248,976,5.4,35,16,278,252,481,3295,28,19,6.5,157,466,1953,13,4.2,94,100,802,27,,,,,,,,,,,,,,,,,
33,1990,365,5270,983,5.4,35,18,300,297,537,3913,31,17,6.9,179,413,1357,11,3.3,79,95,811,42,,,,,,,,,,,,,,,,,
34,1989,437,6025,1040,5.8,32,12,336,259,437,3554,19,20,7.6,163,572,2471,26,4.3,156,79,682,17,,,,,,,,,,,,,,,,,
35,1988,315,5692,1052,5.4,38,14,312,281,504,3373,17,24,6.3,168,518,2319,14,4.5,124,92,761,20,,,,,,,,,,,,,,,,,
36,1987,436,5907,1070,5.5,27,12,354,243,453,3173,26,15,6.8,164,600,2734,24,4.6,162,92,729,28,,,,,,,,,,,,,,,,,
37,1986,280,4908,964,5.1,36,14,268,241,453,2992,19,22,6.2,139,485,1916,10,4.0,111,106,834,18,,,,,,,,,,,,,,,,,
38,1985,452,5850,1014,5.8,34,12,329,289,535,3798,32,22,6.6,181,437,2052,24,4.7,112,97,738,36,,,,,,,,,,,,,,,,,
39,1984,382,5279,1019,5.2,32,20,317,262,443,3126,27,12,6.5,162,538,2153,16,4.0,131,93,820,24,,,,,,,,,,,,,,,,,
40,1983,389,5826,1023,5.7,30,15,342,313,493,3517,28,15,6.7,187,499,2309,20,4.6,139,81,710,16,,,,,,,,,,,,,,,,,
41,1982,199,2848,551,5.2,25,15,170,157,280,1804,12,10,6.1,84,253,1044,13,4.1,66,60,549,20,,,,,,,,,,,,,,,,,
42,1981,355,5354,1053,5.1,46,21,303,322,565,3688,30,25,6.2,172,459,1666,10,3.6,94,97,804,37,,,,,,,,,,,,,,,,,
43,1980,272,5264,1051,5.0,42,16,298,333,564,3594,24,26,5.9,175,441,1670,8,3.8,100,101,919,23,,,,,,,,,,,,,,,,,
44,1979,388,5759,1071,5.4,36,21,311,268,487,3596,17,15,7.0,177,555,2163,27,3.9,109,98,815,25,,,,,,,,,,,,,,,,,
45,1978,290,4431,1069,4.1,37,25,267,215,444,2364,11,12,4.8,113,578,2067,21,3.6,117,116,1010,37,,,,,,,,,,,,,,,,,
46,1977,129,3242,866,3.7,48,22,192,141,320,1384,9,26,3.8,76,504,1858,5,3.7,100,99,860,16,,,,,,,,,,,,,,,,,
47,1976,312,4578,949,4.8,38,20,257,184,340,2001,14,18,5.3,95,574,2577,22,4.5,143,102,868,19,,,,,,,,,,,,,,,,,
48,1975,289,4812,1043,4.6,37,12,288,227,437,2535,16,25,5.4,142,571,2277,13,4.0,131,77,716,15,,,,,,,,,,,,,,,,,
49,1974,271,4136,960,4.3,29,12,238,136,302,1572,13,17,4.7,85,627,2564,19,4.1,140,54,449,13,,,,,,,,,,,,,,,,,
50,1973,224,3559,873,4.1,37,15,212,151,324,1430,11,22,4.1,92,520,2129,12,4.1,104,58,562,16,,,,,,,,,,,,,,,,,
51,1972,274,3767,829,4.5,33,15,221,137,301,1704,13,18,5.2,83,504,2063,16,4.1,122,61,555,16,,,,,,,,,,,,,,,,,
52,1971,277,3787,874,4.3,38,18,237,164,343,1638,9,20,4.4,106,500,2149,19,4.3,114,61,614,17,,,,,,,,,,,,,,,,,
53,1970,261,3876,857,4.5,35,16,211,191,348,2154,11,19,5.7,98,479,1722,14,3.6,93,93,897,20,,,,,,,,,,,,,,,,,
54,1969,268,4317,888,4.9,46,27,254,225,383,2285,13,19,5.5,120,475,2032,14,4.3,120,73,762,14,,,,,,,,,,,,,,,,,
55,1968,389,5320,936,5.7,30,16,302,248,389,3085,30,14,7.4,157,518,2235,17,4.3,129,63,628,16,,,,,,,,,,,,,,,,,
56,1967,422,5531,946,5.8,27,10,294,238,421,3392,31,17,7.7,152,504,2139,18,4.2,124,87,853,18,,,,,,,,,,,,,,,,,
