Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1984,MIN,HC,28,26,26,28,28,25,24,22,24,18,23,9,14,10,22,20,21,26,28,28,24,24,27,24,27,7,7,26,28,28,28
1997,TEN,OC,30,15,9,13,20,18,14,15,2,3,7,4,16,29,29,25,13,19,22,12,6,6,4,12,9,1,21,27,15,18,28
1998,TEN,OC,30,13,15,13,13,9,13,2,11,9,12,6,9,16,15,23,2,13,16,12,28,10,9,8,13,23,14,20,21,26,25
1999,TEN,OC,31,2,2,6,17,13,7,2,12,13,3,17,5,21,13,9,2,7,17,15,4,4,10,7,22,1,18,25,27,17,20
2000,TAM,OC,31,9,3,4,19,21,6,5,10,9,5,14,8,30,26,19,6,18,9,7,4,9,9,12,17,7,31,13,7,3,2
