,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1953,43,Green Bay Packers,NFL,2,0,2,0,.000,-9.8,-4.4,-5.4,,,,,6,co-coach with Ray McLean
1,1956,46,Philadelphia Eagles,NFL,12,3,8,1,.273,-6.5,-7.7,1.2,,,,,6,
2,1957,47,Philadelphia Eagles,NFL,12,4,8,0,.333,-4.2,-5.0,0.9,,,,,5,
