Year,Age,Level,Employer,Role
1934,24,College,Notre Dame,Freshman Coach
1935,25,College,Fordham,Line Coach
1936,26,College,Fordham,Line Coach
1937,27,College,Fordham,Line Coach
1938,28,College,Providence,Head Coach
1939,29,College,Providence,Head Coach
1940,30,College,Providence,Head Coach
1941,31,College,Providence,Head Coach
1942,32,College,Holy Cross,Assistant Coach
1943,33,College,Notre Dame,Assistant Coach
1944,34,College,Notre Dame,Assistant Coach
1945,35,College,Notre Dame,Head Coach
1946,36,College,St. Bonaventure,Head Coach
1947,37,College,St. Bonaventure,Head Coach
1948,38,College,St. Bonaventure,Head Coach
1949,39,College,St. Bonaventure,Head Coach
1950,40,College,NYU,Head Coach
1951,41,College,NYU,Head Coach
1952,42,College,NYU,Head Coach
1953,43,NFL,Green Bay Packers,Head Coach
1954,44,College,Dayton,Head Coach
1955,45,College,Dayton,Head Coach
1956,46,NFL,Philadelphia Eagles,Head Coach
1957,47,NFL,Philadelphia Eagles,Head Coach
1958,48,College,Notre Dame,Freshman Coach
1959,49,College,Notre Dame,Freshman Coach
1960,50,College,Notre Dame,Freshman Coach
1961,51,College,Notre Dame,Freshman Coach
1962,52,College,Notre Dame,Freshman Coach
1963,53,College,Notre Dame,Head Coach
1966,56,AFL,Houston Oilers,Assistant Coach
1967,57,AFL,Houston Oilers,Assistant Coach
1968,58,AFL,Houston Oilers,Assistant Coach
1969,59,AFL,Houston Oilers,Assistant Coach
1970,60,NFL,Houston Oilers,Assistant Coach
