,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,byk,123.0,1846.0,505.0,3.7,36.0,15.0,83.0,66.0,160.0,1000.0,6.0,21.0,6.3,30.0,345.0,846.0,10.0,2.5,44.0,61.0,533.0,9.0,,,,,,,,,,,,,,,,,
1,chi,192.0,3372.0,667.0,5.1,22.0,10.0,164.0,132.0,244.0,1857.0,14.0,12.0,7.6,60.0,423.0,1515.0,13.0,3.6,86.0,67.0,666.0,18.0,,,,,,,,,,,,,,,,,
2,crd,98.0,2267.0,601.0,3.8,31.0,13.0,115.0,99.0,267.0,1328.0,5.0,18.0,5.0,51.0,334.0,939.0,9.0,2.8,47.0,50.0,389.0,17.0,,,,,,,,,,,,,,,,,
3,det,195.0,2401.0,555.0,4.3,46.0,10.0,102.0,87.0,238.0,1544.0,15.0,36.0,6.5,47.0,317.0,857.0,10.0,2.7,40.0,66.0,673.0,15.0,,,,,,,,,,,,,,,,,
4,gnb,258.0,2861.0,595.0,4.8,31.0,7.0,131.0,81.0,218.0,1536.0,14.0,24.0,7.0,44.0,377.0,1325.0,16.0,3.5,73.0,69.0,723.0,14.0,,,,,,,,,,,,,,,,,
5,nyg,179.0,2303.0,518.0,4.4,25.0,9.0,98.0,92.0,201.0,1534.0,16.0,16.0,7.6,38.0,317.0,769.0,7.0,2.4,50.0,56.0,492.0,10.0,,,,,,,,,,,,,,,,,
6,phi,272.0,2959.0,568.0,5.2,24.0,10.0,131.0,98.0,187.0,1321.0,11.0,14.0,7.1,47.0,381.0,1638.0,26.0,4.3,74.0,61.0,529.0,10.0,,,,,,,,,,,,,,,,,
7,pit,79.0,1613.0,523.0,3.1,29.0,8.0,96.0,61.0,165.0,652.0,0.0,21.0,4.0,30.0,358.0,961.0,9.0,2.7,56.0,53.0,436.0,10.0,,,,,,,,,,,,,,,,,
8,ram,244.0,3481.0,571.0,6.1,38.0,18.0,137.0,99.0,199.0,1767.0,16.0,20.0,8.9,60.0,372.0,1714.0,19.0,4.6,68.0,67.0,593.0,9.0,,,,,,,,,,,,,,,,,
9,was,209.0,3546.0,622.0,5.7,20.0,9.0,154.0,146.0,228.0,1838.0,12.0,11.0,8.1,71.0,394.0,1708.0,15.0,4.3,77.0,80.0,672.0,6.0,,,,,,,,,,,,,,,,,
