Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
byk,211.0,2791.0,614.0,4.5,38.0,8.0,133.0,104.0,227.0,1427.0,10.0,30.0,6.3,61.0,387.0,1364.0,15.0,3.5,62.0,94.0,811.0,10.0,,,,,,,,,,,,,,,,,
chi,235.0,2747.0,538.0,5.1,21.0,6.0,126.0,83.0,195.0,1283.0,10.0,15.0,6.6,44.0,343.0,1464.0,20.0,4.3,63.0,63.0,581.0,19.0,,,,,,,,,,,,,,,,,
crd,228.0,2810.0,569.0,4.9,23.0,11.0,110.0,87.0,187.0,1490.0,15.0,12.0,8.0,43.0,382.0,1320.0,17.0,3.5,57.0,77.0,749.0,10.0,,,,,,,,,,,,,,,,,
det,194.0,2527.0,583.0,4.3,33.0,10.0,105.0,89.0,227.0,1615.0,17.0,23.0,7.1,42.0,356.0,912.0,7.0,2.6,46.0,64.0,568.0,17.0,,,,,,,,,,,,,,,,,
gnb,173.0,3057.0,619.0,4.9,41.0,17.0,137.0,111.0,231.0,1708.0,9.0,24.0,7.4,57.0,388.0,1349.0,16.0,3.5,65.0,68.0,701.0,15.0,,,,,,,,,,,,,,,,,
nyg,198.0,3053.0,581.0,5.3,27.0,14.0,140.0,99.0,186.0,1410.0,6.0,13.0,7.6,55.0,395.0,1643.0,17.0,4.2,77.0,55.0,472.0,8.0,,,,,,,,,,,,,,,,,
phi,133.0,2060.0,523.0,3.9,26.0,7.0,104.0,89.0,205.0,1243.0,10.0,19.0,6.1,37.0,318.0,817.0,8.0,2.6,54.0,56.0,422.0,13.0,,,,,,,,,,,,,,,,,
pit,220.0,2991.0,550.0,5.4,27.0,14.0,116.0,103.0,187.0,1617.0,14.0,13.0,8.6,49.0,363.0,1374.0,16.0,3.8,64.0,61.0,600.0,3.0,,,,,,,,,,,,,,,,,
ram,136.0,2489.0,602.0,4.1,44.0,16.0,129.0,99.0,253.0,1463.0,9.0,28.0,5.8,51.0,349.0,1026.0,10.0,2.9,67.0,43.0,391.0,11.0,,,,,,,,,,,,,,,,,
was,121.0,2124.0,546.0,3.9,22.0,6.0,111.0,95.0,209.0,1121.0,9.0,16.0,5.4,39.0,337.0,1003.0,8.0,3.0,60.0,49.0,411.0,12.0,,,,,,,,,,,,,,,,,
