Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
buf,226,4284.0,890.0,4.8,57.0,25,226.0,227,502,3170,19,32,6.0,141.0,360,1114,4,3.1,65.0,69,832,20.0,,,,,,,,,,,,,,,,,
chi,275,4268.0,884.0,4.8,44.0,24,244.0,217,444,2738,18,20,5.7,136.0,400,1530,11,3.8,87.0,68,611,21.0,,,,,,,,,,,,,,,,,
cle,325,4712.0,869.0,5.4,32.0,8,265.0,204,419,2846,31,24,6.2,135.0,412,1866,11,4.5,104.0,62,586,26.0,,,,,,,,,,,,,,,,,
clt,284,4045.0,849.0,4.8,36.0,14,233.0,213,400,2562,22,22,5.8,131.0,410,1483,11,3.6,78.0,80,786,24.0,,,,,,,,,,,,,,,,,
crd,309,4297.0,852.0,5.0,32.0,15,238.0,184,380,2484,24,17,5.9,133.0,433,1813,11,4.2,89.0,70,750,16.0,,,,,,,,,,,,,,,,,
dal,280,4192.0,887.0,4.7,38.0,20,240.0,205,426,2748,17,18,5.9,138.0,422,1444,13,3.4,80.0,50,483,22.0,,,,,,,,,,,,,,,,,
den,392,4297.0,850.0,5.1,39.0,14,244.0,202,440,2960,23,25,6.4,138.0,384,1337,24,3.5,87.0,86,836,19.0,,,,,,,,,,,,,,,,,
det,295,3557.0,802.0,4.4,46.0,20,210.0,190,344,2097,21,26,5.3,104.0,409,1460,9,3.6,84.0,61,637,22.0,,,,,,,,,,,,,,,,,
gnb,224,3969.0,907.0,4.4,50.0,23,240.0,187,383,1981,11,27,4.6,111.0,480,1988,10,4.1,115.0,67,677,14.0,,,,,,,,,,,,,,,,,
kan,285,3761.0,872.0,4.3,33.0,13,207.0,216,451,2385,18,20,4.9,113.0,382,1376,12,3.6,69.0,60,623,25.0,,,,,,,,,,,,,,,,,
min,403,4248.0,788.0,5.4,30.0,11,242.0,187,357,2493,31,19,6.6,120.0,408,1755,17,4.3,99.0,66,643,23.0,,,,,,,,,,,,,,,,,
nwe,302,4131.0,886.0,4.7,30.0,9,232.0,206,431,2600,17,21,5.6,127.0,425,1531,10,3.6,92.0,72,658,13.0,,,,,,,,,,,,,,,,,
nyg,338,4913.0,879.0,5.6,36.0,20,266.0,208,393,2957,18,16,6.8,140.0,447,1956,20,4.4,108.0,83,848,18.0,,,,,,,,,,,,,,,,,
nyj,303,4213.0,926.0,4.5,38.0,12,235.0,220,472,2662,22,26,5.4,136.0,432,1551,10,3.6,85.0,77,865,14.0,,,,,,,,,,,,,,,,,
oti,429,5153.0,945.0,5.5,40.0,13,271.0,177,416,2470,27,27,5.6,111.0,507,2683,17,5.3,132.0,67,701,28.0,,,,,,,,,,,,,,,,,
phi,359,4418.0,849.0,5.2,36.0,11,243.0,215,393,2836,28,25,6.6,129.0,419,1582,11,3.8,100.0,66,653,14.0,,,,,,,,,,,,,,,,,
pit,397,4530.0,869.0,5.2,27.0,15,243.0,173,353,2450,25,12,6.3,109.0,483,2080,19,4.3,122.0,58,615,12.0,,,,,,,,,,,,,,,,,
rai,239,4188.0,903.0,4.6,38.0,14,235.0,199,466,2701,20,24,5.4,125.0,407,1487,10,3.7,90.0,69,666,20.0,,,,,,,,,,,,,,,,,
ram,328,4023.0,798.0,5.0,26.0,15,208.0,205,349,2614,22,11,6.9,113.0,417,1409,16,3.4,82.0,70,566,13.0,,,,,,,,,,,,,,,,,
sdg,227,3262.0,818.0,4.0,41.0,13,190.0,206,474,2168,17,28,4.2,118.0,306,1094,7,3.6,55.0,62,665,17.0,,,,,,,,,,,,,,,,,
sfo,402,4640.0,878.0,5.3,30.0,17,259.0,225,448,3105,24,13,6.6,139.0,405,1535,20,3.8,94.0,71,727,26.0,,,,,,,,,,,,,,,,,
was,301,3870.0,849.0,4.6,42.0,15,237.0,161,318,2117,15,27,5.8,101.0,486,1753,18,3.6,100.0,74,738,36.0,,,,,,,,,,,,,,,,,
