,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,bba,236.0,3920.0,765.0,5.1,34.0,18.0,184.0,156.0,273.0,1873.0,15.0,16.0,6.9,61.0,492.0,2047.0,16.0,4.2,111.0,59.0,454.0,12.0,,,,,,,,,,,,,,,,,
1,bcl,172.0,3639.0,687.0,5.3,43.0,21.0,151.0,160.0,325.0,2355.0,14.0,22.0,7.2,78.0,362.0,1284.0,8.0,3.5,66.0,49.0,369.0,7.0,,,,,,,,,,,,,,,,,
2,chi,332.0,4715.0,868.0,5.4,48.0,18.0,248.0,193.0,385.0,2930.0,24.0,30.0,7.6,119.0,483.0,1785.0,18.0,3.7,111.0,92.0,901.0,18.0,,,,,,,,,,,,,,,,,
3,cle,339.0,4611.0,699.0,6.6,33.0,21.0,176.0,166.0,296.0,2929.0,21.0,12.0,9.9,100.0,403.0,1682.0,24.0,4.2,62.0,72.0,617.0,14.0,,,,,,,,,,,,,,,,,
4,cra,179.0,3089.0,639.0,4.8,47.0,19.0,122.0,129.0,297.0,2009.0,12.0,28.0,6.8,63.0,342.0,1080.0,9.0,3.2,46.0,63.0,426.0,13.0,,,,,,,,,,,,,,,,,
5,crd,360.0,3709.0,774.0,4.8,42.0,16.0,207.0,138.0,307.0,1579.0,21.0,26.0,5.1,82.0,467.0,2130.0,21.0,4.6,106.0,67.0,590.0,19.0,,,,,,,,,,,,,,,,,
6,det,237.0,3335.0,796.0,4.2,49.0,21.0,206.0,178.0,399.0,1954.0,18.0,28.0,4.9,104.0,397.0,1381.0,9.0,3.5,81.0,71.0,662.0,21.0,,,,,,,,,,,,,,,,,
7,gnb,114.0,3119.0,802.0,3.9,45.0,16.0,182.0,91.0,299.0,1058.0,5.0,29.0,3.5,68.0,503.0,2061.0,8.0,4.1,99.0,76.0,722.0,15.0,,,,,,,,,,,,,,,,,
8,lda,253.0,3566.0,716.0,5.0,40.0,17.0,157.0,114.0,286.0,1728.0,9.0,23.0,6.0,63.0,430.0,1838.0,19.0,4.3,82.0,59.0,536.0,12.0,,,,,,,,,,,,,,,,,
9,naa,196.0,3175.0,709.0,4.5,42.0,20.0,135.0,66.0,199.0,1032.0,5.0,22.0,5.2,37.0,510.0,2143.0,16.0,4.2,91.0,52.0,358.0,7.0,,,,,,,,,,,,,,,,,
10,nyg,287.0,3328.0,741.0,4.5,33.0,10.0,177.0,155.0,322.0,1924.0,17.0,23.0,6.0,87.0,419.0,1404.0,15.0,3.4,75.0,88.0,800.0,15.0,,,,,,,,,,,,,,,,,
11,nyy,153.0,2831.0,696.0,4.1,45.0,22.0,183.0,172.0,343.0,1647.0,10.0,23.0,4.8,88.0,353.0,1184.0,10.0,3.4,76.0,51.0,420.0,19.0,,,,,,,,,,,,,,,,,
12,phi,364.0,4431.0,883.0,5.0,26.0,12.0,243.0,130.0,251.0,1824.0,18.0,14.0,7.3,87.0,632.0,2607.0,25.0,4.1,143.0,81.0,729.0,13.0,,,,,,,,,,,,,,,,,
13,pit,224.0,3412.0,744.0,4.6,27.0,9.0,189.0,81.0,209.0,1203.0,10.0,18.0,5.8,50.0,535.0,2209.0,20.0,4.1,126.0,52.0,460.0,13.0,,,,,,,,,,,,,,,,,
14,ram,360.0,4406.0,811.0,5.4,45.0,18.0,245.0,192.0,366.0,2674.0,23.0,27.0,7.3,125.0,445.0,1732.0,19.0,3.9,103.0,83.0,795.0,17.0,,,,,,,,,,,,,,,,,
15,sfo,416.0,4793.0,793.0,6.0,42.0,22.0,175.0,139.0,287.0,1995.0,28.0,20.0,7.0,53.0,506.0,2798.0,26.0,5.5,117.0,65.0,595.0,5.0,,,,,,,,,,,,,,,,,
16,was,268.0,4110.0,801.0,5.1,42.0,13.0,217.0,197.0,394.0,2531.0,22.0,29.0,6.4,121.0,407.0,1579.0,14.0,3.9,78.0,85.0,675.0,18.0,,,,,,,,,,,,,,,,,
