Year,Age,Level,Employer,Role
1959,29,College,Dayton,Assistant Coach
1960,30,AFL,Boston Patriots,Defensive Line/Linebackers
1961,31,AFL,Boston Patriots,Defensive Line/Linebackers
1962,32,AFL,Buffalo Bills,Defensive Line
1963,33,AFL,Buffalo Bills,Defensive Line
1964,34,AFL,Buffalo Bills,Offensive Line
1965,35,AFL,Buffalo Bills,Offensive Line
1966,36,AFL,Buffalo Bills,Offensive Line
1967,37,AFL,Buffalo Bills,Offensive Line
1969,39,NFL,New Orleans Saints,Linebackers
1970,40,NFL,New Orleans Saints,Linebackers
1971,41,NFL,Denver Broncos,Head Coach
1972,42,NFL,Houston Oilers,Defensive Line
1973,43,NFL,Cleveland Browns,Offensive Line/Run Game Coordinator
1974,44,NFL,Baltimore Colts,Defensive Line
1975,45,NFL,Baltimore Colts,Defensive Line
1976,46,NFL,Baltimore Colts,Defensive Line
1977,47,NFL,San Diego Chargers,Defensive Line
1978,48,NFL,San Diego Chargers,Defensive Line
1979,49,NFL,San Diego Chargers,Defensive Line
1980,50,NFL,San Diego Chargers,Defensive Line
1981,51,NFL,San Diego Chargers,Defensive Line
1982,52,NFL,San Diego Chargers,Defensive Line
1983,53,NFL,San Diego Chargers,Defensive Line
1985,55,NFL,St. Louis Cardinals,Special Teams
