,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
56,1968,333,4371,790,5.5,30,12,240,172,333,2667,25,18,7.3,102,427,1704,17,4.0,102,91,896,36,,,,,,,,,,,,,,,,,
57,1967,218,3406,833,4.1,44,16,215,164,384,1875,14,28,4.5,98,419,1531,11,3.7,91,82,782,26,,,,,,,,,,,,,,,,,
58,1966,272,3971,901,4.4,38,23,239,202,406,2367,13,15,5.4,116,466,1604,13,3.4,102,71,636,21,,,,,,,,,,,,,,,,,
59,1965,275,4268,884,4.8,44,24,244,217,444,2738,18,20,5.7,136,400,1530,11,3.8,87,68,611,21,,,,,,,,,,,,,,,,,
60,1964,379,4485,832,5.4,30,20,248,188,366,2622,27,10,6.6,121,436,1863,19,4.3,99,84,743,28,,,,,,,,,,,,,,,,,
61,1963,144,3176,801,4.0,54,18,196,164,353,1734,10,36,4.5,96,412,1442,7,3.5,82,78,718,18,,,,,,,,,,,,,,,,,
62,1962,287,4147,801,5.2,47,24,228,170,363,2074,14,23,5.7,101,438,2073,17,4.7,108,65,643,19,,,,,,,,,,,,,,,,,
63,1961,302,4449,799,5.6,37,13,223,209,398,2797,27,24,7.0,124,401,1652,10,4.1,80,86,860,19,,,,,,,,,,,,,,,,,
64,1960,299,3067,694,4.4,19,9,202,146,291,1388,14,10,4.8,84,403,1679,17,4.2,94,75,704,24,,,,,,,,,,,,,,,,,
65,1959,196,3676,762,4.8,39,17,208,144,333,1893,14,22,5.7,91,429,1783,11,4.2,95,62,553,22,,,,,,,,,,,,,,,,,
66,1958,230,3066,678,4.5,40,18,168,153,327,1769,14,22,5.4,84,351,1297,12,3.7,67,77,832,17,,,,,,,,,,,,,,,,,
67,1957,211,3116,725,4.3,30,15,185,153,306,1733,15,15,5.7,96,419,1383,10,3.3,68,65,744,21,,,,,,,,,,,,,,,,,
68,1956,246,3676,716,5.1,38,15,207,159,332,2193,16,23,6.6,113,384,1483,14,3.9,80,60,624,14,,,,,,,,,,,,,,,,,
69,1955,251,4157,752,5.5,34,15,216,177,354,2057,14,19,5.8,106,398,2100,17,5.3,96,54,530,14,,,,,,,,,,,,,,,,,
70,1954,279,4105,796,5.2,45,18,221,177,369,2188,13,27,5.9,106,427,1917,15,4.5,94,87,696,21,,,,,,,,,,,,,,,,,
71,1953,262,4152,801,5.2,37,23,213,174,364,2376,14,14,6.5,109,437,1776,15,4.1,94,79,711,10,,,,,,,,,,,,,,,,,
72,1952,326,4012,774,5.2,46,26,209,160,311,2091,16,20,6.7,98,463,1921,20,4.1,98,91,795,13,,,,,,,,,,,,,,,,,
73,1951,282,4046,709,5.7,42,21,228,160,337,2088,21,21,6.2,101,372,1958,15,5.3,100,102,1022,27,,,,,,,,,,,,,,,,,
74,1950,207,3357,742,4.5,32,16,178,169,354,1908,11,16,5.4,88,388,1449,14,3.7,67,77,671,23,,,,,,,,,,,,,,,,,
75,1949,218,3175,748,4.2,43,16,170,152,320,1979,20,27,6.2,95,428,1196,6,2.8,56,56,521,19,,,,,,,,,,,,,,,,,
76,1948,151,2900,720,4.0,46,16,174,139,336,1646,12,30,4.9,70,384,1254,8,3.3,71,72,633,33,,,,,,,,,,,,,,,,,
77,1947,241,3872,737,5.3,47,20,206,161,345,2449,20,27,7.1,96,392,1423,6,3.6,78,75,580,32,,,,,,,,,,,,,,,,,
78,1946,193,2654,591,4.5,49,22,137,108,257,1610,14,27,6.3,68,334,1044,12,3.1,57,76,716,12,,,,,,,,,,,,,,,,,
79,1945,235,2747,538,5.1,21,6,126,83,195,1283,10,15,6.6,44,343,1464,20,4.3,63,63,581,19,,,,,,,,,,,,,,,,,
80,1944,172,2006,506,4.0,34,10,110,69,208,1052,10,24,5.1,38,298,954,11,3.2,49,59,489,23,,,,,,,,,,,,,,,,,
81,1943,157,2262,535,4.2,30,6,100,64,203,980,8,24,4.8,33,332,1282,13,3.9,49,57,475,18,,,,,,,,,,,,,,,,,
82,1942,84,1698,574,3.0,51,18,98,111,280,1179,7,33,4.2,47,294,519,3,1.8,35,34,324,16,,,,,,,,,,,,,,,,,
83,1941,147,2539,638,4.0,48,14,143,106,265,1463,9,34,5.5,63,373,1076,6,2.9,60,42,448,20,,,,,,,,,,,,,,,,,
84,1940,152,2750,641,4.3,38,11,,133,269,1747,14,27,6.5,,372,1003,7,2.7,,0,0,,,,,,,,,,,,,,,,,,
85,1939,157,2580,672,3.8,42,17,,133,319,1768,9,25,5.5,,353,812,9,2.3,,0,0,,,,,,,,,,,,,,,,,,
86,1938,148,2133,572,3.7,38,14,,76,190,897,9,24,4.7,,382,1236,8,3.2,,0,0,,,,,,,,,,,,,,,,,,
87,1937,100,2225,607,3.7,38,21,,78,195,1292,6,17,6.6,,412,933,5,2.3,,0,0,,,,,,,,,,,,,,,,,,
88,1936,94,2996,737,4.1,59,24,,86,227,1174,3,35,5.2,,510,1822,9,3.6,,0,0,,,,,,,,,,,,,,,,,,
89,1935,106,2196,642,3.4,67,30,,59,194,926,7,37,4.8,,448,1270,6,2.8,,0,0,,,,,,,,,,,,,,,,,,
90,1934,86,2213,655,3.4,27,0,,73,226,806,2,27,3.6,,429,1407,9,3.3,,0,0,,,,,,,,,,,,,,,,,,
91,1933,82,2316,701,3.3,32,0,,63,187,691,4,32,3.7,,514,1625,4,3.2,,0,0,,,,,,,,,,,,,,,,,,
92,1932,44,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
93,1931,92,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
94,1930,71,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
95,1929,227,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
96,1928,85,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
97,1927,98,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
98,1926,63,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
99,1925,96,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
100,1924,55,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
101,1923,35,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
102,1922,44,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
103,1921,53,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
104,1920,21,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
