,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1929,NFL,Boston Bulldogs,4,4,0,4th of 12,,98,73,25,Rauch,,,,,3,1,7,1,1,4,1,12,3.1,-6.0,-2.9,1.6,-4.4
1,1928,NFL,Pottsville Maroons,2,8,0,8th of 10,,74,134,-60,Henry,,,,,7,1,7,1,1,8,1,10,-6.0,1.3,-4.7,-0.3,-4.4
2,1927,NFL,Pottsville Maroons,5,8,0,8th of 12,,80,163,-83,Rauch,,,,,10,1,10,1,1,10,1,12,-6.4,-1.5,-7.9,-3.6,-4.3
3,1926,NFL,Pottsville Maroons,10,2,2,3rd of 22,,155,29,126,Rauch,,,,,5,1,1,1,1,3,1,22,9.0,-4.5,4.5,0.9,3.5
4,1925,NFL,Pottsville Maroons,10,2,0,2nd of 20,,270,45,225,Rauch,,,,,1,1,2,1,1,1,1,20,18.8,-5.1,13.7,11.5,2.2
