Year,Age,Level,Employer,Role
1921,24,College,St. Thomas,Head Coach
1922,25,College,St. Thomas,Head Coach
1923,26,College,St. Thomas,Head Coach
1924,27,College,St. Thomas,Head Coach
1924,27,NFL,Minneapolis Marines,Head Coach
1925,28,College,St. Thomas,Head Coach
