,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1946,40,Buffalo Bisons,AAFC,14,3,10,1,.231,-7.6,-1.0,-6.6,,,,,2,
1,1947,41,Buffalo Bills,AAFC,14,8,4,2,.667,2.0,1.6,0.4,,,,,2,
2,1948,42,Buffalo Bills,AAFC,14,7,7,0,.500,0.1,3.4,-3.2,2,1,1,.500,1,
3,1949,43,Buffalo Bills,AAFC,6,1,4,1,.200,-1.4,-1.7,0.3,,,,,4,
