,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1949,39,Washington Redskins,NFL,5,1,4,0,.200,-5.5,0.5,-6.1,,,,,4,
1,1950,40,Washington Redskins,NFL,12,3,9,0,.250,-5.0,-0.1,-4.8,,,,,6,
2,1951,41,Washington Redskins,NFL,3,0,3,0,.000,-7.8,-5.1,-2.7,,,,,3,
