Year,Age,Level,Employer,Role
1935,25,High School,Ridgeley HS (Ridgeley WV),Head Coach
1936,26,High School,Allegany HS (Cumberland MD),Head Coach
1937,27,High School,Allegany HS (Cumberland MD),Head Coach
1938,28,High School,Allegany HS (Cumberland MD),Head Coach
1939,29,High School,Allegany HS (Cumberland MD),Head Coach
1940,30,High School,Allegany HS (Cumberland MD),Head Coach
1941,31,High School,Allegany HS (Cumberland MD),Head Coach
1942,32,High School,Allegany HS (Cumberland MD),Head Coach
1943,33,College,Maryland,Assistant Coach
1944,34,College,Maryland,Assistant Coach
1945,35,College,Maryland,Assistant Coach
1946,36,College,Maryland,Assistant Coach
1947,37,NFL,Washington Redskins,Assistant Coach
1948,38,NFL,Washington Redskins,Assistant Coach
1949,39,NFL,Washington Redskins,Head Coach
1950,40,NFL,Washington Redskins,Head Coach
1951,41,NFL,Washington Redskins,Head Coach
1952,42,NFL,Washington Redskins,Assistant Coach
1953,43,NFL,Washington Redskins,Assistant Coach
1954,44,NFL,Washington Redskins,Assistant Coach
1955,45,NFL,Pittsburgh Steelers,Assistant Coach
1956,46,NFL,Baltimore Colts,Offensive Line
1957,47,NFL,Baltimore Colts,Offensive Line
1958,48,NFL,Baltimore Colts,Offensive Line
1959,49,NFL,Baltimore Colts,Offensive Line
1960,50,NFL,Baltimore Colts,Offensive Line
1961,51,NFL,Baltimore Colts,Offensive Line
1962,52,NFL,Baltimore Colts,Offensive Line
1963,53,AFL,Buffalo Bills,Offensive Line
1964,54,NFL,Philadelphia Eagles,Offensive Coordinator
1965,55,NFL,Philadelphia Eagles,Offensive Coordinator
1966,56,NFL,Philadelphia Eagles,Offensive Coordinator
1967,57,NFL,Philadelphia Eagles,Offensive Coordinator
1968,58,NFL,Philadelphia Eagles,Offensive Coordinator
