Year,Age,Level,Employer,Role
1923,26,College,Norwich Univ. (VT),Head Coach
1924,27,College,Norwich Univ. (VT),Head Coach
1925,28,College,Norwich Univ. (VT),Head Coach
1926,29,NFL,Providence Steam Roller,Head Coach
1932,35,College,Norwich Univ. (VT),Head Coach
1933,36,College,Norwich Univ. (VT),Head Coach
1934,37,College,Norwich Univ. (VT),Head Coach
