,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1934,NFL,St. Louis Gunners,1,2,0,5th of 6,,27,61,-34,Walsh,,Rapp,Johnston,Moss,6,3,10,9,11,9,8,11,-11.3,0.0,-11.3,-1.6,-9.7
