,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2017,38,SFO,NFL,16,6,10,0,.375,-2.9,-0.8,-2.1,,,,,4,6,5,
1,2018,39,SFO,NFL,16,4,12,0,.250,-5.5,-2.5,-3.1,,,,,3,6,2,
2,2019,40,SFO,NFL,16,13,3,0,.813,11.0,6.7,4.3,3,2,1,.667,1,7,4,NFC Champions
3,2020,41,SFO,NFL,16,6,10,0,.375,0.8,0.2,0.7,,,,,4,6,3,
