,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,chi,230,3066.0,678.0,4.5,40.0,18,168.0,153,327,1769,14,22,5.4,84.0,351,1297,12,3.7,67.0,77,832,17.0,,,,,,,,,,,,,,,,,
1,cle,217,3660.0,681.0,5.4,34.0,18,201.0,162,312,2212,20,16,7.1,104.0,369,1448,6,3.9,82.0,37,347,15.0,,,,,,,,,,,,,,,,,
2,clt,203,3284.0,694.0,4.7,52.0,17,188.0,168,363,1993,9,35,5.5,106.0,331,1291,13,3.9,70.0,60,555,12.0,,,,,,,,,,,,,,,,,
3,crd,356,4760.0,786.0,6.1,31.0,16,253.0,171,337,2627,18,15,7.8,114.0,449,2133,26,4.8,121.0,68,696,18.0,,,,,,,,,,,,,,,,,
4,det,276,3837.0,727.0,5.3,38.0,16,199.0,167,320,2117,15,22,6.6,95.0,407,1720,19,4.2,94.0,52,458,10.0,,,,,,,,,,,,,,,,,
5,gnb,382,4615.0,763.0,6.0,32.0,19,236.0,175,336,2575,24,13,7.7,111.0,427,2040,24,4.8,109.0,72,657,16.0,,,,,,,,,,,,,,,,,
6,nyg,183,3418.0,710.0,4.8,40.0,19,170.0,142,311,1978,11,21,6.4,80.0,399,1440,7,3.6,83.0,45,451,7.0,,,,,,,,,,,,,,,,,
7,phi,306,4047.0,777.0,5.2,27.0,12,225.0,138,289,2118,22,15,7.3,100.0,488,1929,15,4.0,101.0,74,722,24.0,,,,,,,,,,,,,,,,,
8,pit,230,3383.0,737.0,4.6,42.0,18,209.0,173,334,1892,11,24,5.7,114.0,403,1491,14,3.7,81.0,62,585,14.0,,,,,,,,,,,,,,,,,
9,ram,278,3828.0,786.0,4.9,41.0,13,235.0,188,381,2051,21,28,5.4,110.0,405,1777,12,4.4,109.0,47,476,16.0,,,,,,,,,,,,,,,,,
10,sfo,324,4010.0,721.0,5.6,31.0,15,227.0,163,341,1972,25,16,5.8,106.0,380,2038,15,5.4,106.0,52,510,15.0,,,,,,,,,,,,,,,,,
11,was,268,4402.0,696.0,6.3,38.0,22,215.0,153,300,2668,21,16,8.9,102.0,396,1734,13,4.4,100.0,61,642,13.0,,,,,,,,,,,,,,,,,
