,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1926,NFL,Canton Bulldogs,1,9,3,20th of 22,,46,161,-115,"Robb,Henry",,,,,17,1,16,1,1,17,1,22,-8.8,-0.6,-9.5,-5.0,-4.4
1,1925,NFL,Canton Bulldogs,4,4,0,11th of 20,,50,73,-23,Robb,,,,,12,1,12,1,1,11,1,20,-2.9,-0.7,-3.6,-2.8,-0.8
2,1923,NFL,Canton Bulldogs,11,0,1,1st of 20,Won Champ,246,19,227,Chamberlin,,,,,1,1,1,1,1,1,1,20,18.9,-3.1,15.8,11.6,4.3
3,1922,NFL,Canton Bulldogs,10,0,2,1st of 18,Won Champ,184,15,169,Chamberlin,,,,,2,1,1,1,1,2,1,18,14.1,-3.4,10.7,3.5,7.2
4,1921,APFA,Canton Bulldogs,5,2,3,4th of 21,,106,55,51,Edwards,,,,,9,1,5,1,1,5,1,21,5.1,7.2,12.3,5.9,6.4
5,1920,APFA,Canton Bulldogs,7,4,2,8th of 14,,208,57,151,Thorpe,,,,,4,1,5,1,1,4,1,14,11.6,6.6,18.2,8.7,9.5
