Year,Age,Level,Employer,Role
1951,28,High School,Nederland HS (TX),Head Coach
1952,29,High School,Nederland HS (TX),Head Coach
1953,30,High School,Nederland HS (TX),Head Coach
1954,31,High School,Nederland HS (TX),Head Coach
1955,32,High School,Nederland HS (TX),Head Coach
1956,33,High School,Nederland HS (TX),Head Coach
1957,34,College,Texas A&M,Assistant Coach
1958,35,High School,Jacksonville HS (TX),Head Coach
1959,36,High School,Amarillo HS (TX),Head Coach
1960,37,High School,Amarillo HS (TX),Head Coach
1961,38,High School,Amarillo HS (TX),Head Coach
1962,39,College,Texas Western,Head Coach
1963,40,High School,Port Neches-Groves HS (TX),Head Coach
1964,41,High School,Port Neches-Groves HS (TX),Head Coach
1965,42,College,Univ. of Houston,Defensive Coordinator
1966,43,College,Univ. of Houston,Defensive Coordinator
1967,44,AFL,San Diego Chargers,Defensive Line
1968,45,AFL,San Diego Chargers,Defensive Line
1969,46,AFL,San Diego Chargers,Defensive Coordinator
1970,47,NFL,San Diego Chargers,Defensive Coordinator
1971,48,NFL,San Diego Chargers,Defensive Line
1972,49,College,Southern Methodist,Assistant Coach
1973,50,College,Oklahoma State,Assistant Coach
1974,51,NFL,Houston Oilers,Defensive Coordinator
1975,52,NFL,Houston Oilers,Head Coach
1976,53,NFL,Houston Oilers,Head Coach
1977,54,NFL,Houston Oilers,Head Coach
1978,55,NFL,Houston Oilers,Head Coach
1979,56,NFL,Houston Oilers,Head Coach
1980,57,NFL,Houston Oilers,Head Coach
1981,58,NFL,New Orleans Saints,Head Coach
1982,59,NFL,New Orleans Saints,Head Coach
1983,60,NFL,New Orleans Saints,Head Coach
1984,61,NFL,New Orleans Saints,Head Coach
1985,62,NFL,New Orleans Saints,Head Coach
