,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1968,49,BUF,AFL,12,1,10,1,.091,-10.8,-7.9,-2.9,,,,,5,
1,1971,52,BUF,NFL,14,1,13,0,.071,-13.4,-4.5,-8.9,,,,,5,
