,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1934,NFL,Cincinnati Reds,0,8,0,6th of 6,,10,243,-233,Clark,,Pope,Saumer,Tackwell,11,11,11,11,10,11,11,11,-29.1,4.5,-24.6,-6.8,-17.8
1,1933,NFL,Cincinnati Reds,3,6,1,4th of 5,,38,110,-72,"Palm,Jolley",,Pope,Corzine,Clark,10,10,8,8,3,8,10,10,-7.2,-4.4,-11.6,-8.7,-2.9
