,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1994,41,ATL,NFL,16,7,9,0,.438,-4.3,-1.2,-3.1,,,,,3,
1,1995,42,ATL,NFL,16,9,7,0,.563,0.1,0.9,-0.9,1,0,1,.000,2,
2,1996,43,ATL,NFL,16,3,13,0,.188,-9.1,-0.2,-8.9,,,,,4,
3,1998,45,SDG,NFL,10,3,7,0,.300,-8.4,-7.7,-0.7,,,,,5,
