Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1922,RCH,HC,18,15,1,14,1,1,16,1,1,1,15,1,1,1,1,10,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1
1926,NYG,HC,22,6,1,4,1,1,4,1,1,1,1,1,1,1,1,6,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
