,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1983,39,BUF,NFL,16,8,8,0,.500,-3.8,-3.4,-0.4,,,,,3,
1,1984,40,BUF,NFL,16,2,14,0,.125,-12.0,-5.3,-6.7,,,,,5,
2,1985,41,BUF,NFL,4,0,4,0,.000,-9.8,-9.5,-0.2,,,,,5,
