Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1983,BUF,HC,28,13,21,22,28,25,23,17,26,24,28,11,5,4,18,4,22,28,24,18,24,24,24,12,23,10,7,18,15,27,23
1984,BUF,HC,28,28,20,27,26,27,25,27,27,26,26,11,8,5,25,20,27,28,23,27,11,21,19,23,16,5,11,19,27,22,25
1985,BUF,HC,28,27,28,28,24,25,28,28,27,24,20,16,24,11,21,28,28,23,17,20,18,27,26,22,22,17,4,11,21,16,18
