,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,1944,166,2408,543,4.4,19,9,95,78,181,1227,9,10,6.8,41,362,1181,13,3.3,41,63,539,13,,,,,,,,,,,,,,,,,
1,1943,234,3114,623,5.0,24,9,128,86,219,1552,15,15,7.1,44,404,1562,14,3.9,75,56,435,9,,,,,,,,,,,,,,,,,
2,1942,168,2775,625,4.4,26,12,131,89,199,1175,9,14,5.9,49,426,1600,13,3.8,77,61,485,5,,,,,,,,,,,,,,,,,
3,1941,127,2379,565,4.2,28,8,110,86,189,1169,6,20,6.2,45,376,1210,6,3.2,58,47,370,7,,,,,,,,,,,,,,,,,
4,1940,120,2836,688,4.1,32,14,,113,259,1445,8,18,5.6,,429,1391,7,3.2,,0,0,,,,,,,,,,,,,,,,,,
5,1939,219,3087,622,5.0,28,6,,92,195,1599,13,22,8.2,,427,1488,13,3.5,,0,0,,,,,,,,,,,,,,,,,,
6,1938,161,2923,656,4.5,37,9,,105,246,1414,13,28,5.7,,410,1509,6,3.7,,0,0,,,,,,,,,,,,,,,,,,
7,1937,174,2754,639,4.3,37,16,,74,165,990,10,21,6.0,,474,1764,10,3.7,,0,0,,,,,,,,,,,,,,,,,,
8,1936,161,2773,753,3.7,50,27,,65,174,905,7,23,5.2,,579,1868,11,3.2,,0,0,,,,,,,,,,,,,,,,,,
9,1935,141,2807,694,4.0,64,38,,55,163,997,7,26,6.1,,531,1810,8,3.4,,0,0,,,,,,,,,,,,,,,,,,
10,1934,153,2748,619,4.4,17,0,,41,123,595,6,17,4.8,,496,2153,16,4.3,,0,0,,,,,,,,,,,,,,,,,,
11,1933,54,1777,500,3.6,22,0,,55,161,813,2,22,5.0,,339,964,3,2.8,,0,0,,,,,,,,,,,,,,,,,,
12,1932,131,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
13,1931,199,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
14,1930,59,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
