Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
2019,LAC,OC,32,26,31,16,5,10,21,29,28,28,20,23,22,10,6,17,29,8,6,14,32,21,18,21,15,31,1,5,8,22,20
2020,LAC,OC,32,17,13,20,9,9,18,4,9,18,27,30,8,5,6,10,7,15,10,23,22,14,18,18,16,21,12,9,20,14,14
2021,PHI,OC,32,14,16,13,8,14,12,5,2,1,1,4,4,32,25,25,6,13,10,18,26,18,9,23,6,31,16,11,20,20,14
2022,PHI,OC,32,1,3,3,1,3,3,4,3,5,1,13,20,23,9,14,3,4,2,8,5,12,16,17,24,11,12,1,10,5,1
2023,IND,HC,32,13,12,19,18,15,10,17,11,10,7,10,24,18,20,24,6,18,24,28,16,31,24,29,10,17,14,16,10,14,19
2024,IND,HC,32,17,19,21,23,13,17,29,7,8,7,8,22,27,25,25,29,16,29,24,7,31,24,18,8,13,14,26,19,5,29
