Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
2023,38,IND,NFL,17,9,8,0,.529,-1.3,2.4,-3.8,,,,,2,4,3,
2024,39,IND,NFL,17,8,9,0,.471,-3.7,-0.5,-3.2,,,,,2,2,0,
