Year,Age,Level,Employer,Role
1914,22,College,Minnesota,Assistant Coach
1915,23,College,Tulane,Head Coach
1916,24,College,Tulane,Head Coach
1917,25,College,Tulane,Head Coach
1918,26,College,Tulane,Head Coach
1919,27,College,Tulane,Head Coach
1920,28,College,Tulane,Head Coach
1922,30,College,Tulane,Head Coach
1923,31,College,Tulane,Head Coach
1924,32,College,Tulane,Head Coach
1925,33,College,Tulane,Head Coach
1926,34,College,Tulane,Head Coach
1927,35,College,Loyola (LA),Head Coach
1928,36,College,Loyola (LA),Head Coach
1929,37,College,Loyola (LA),Head Coach
1930,38,College,Loyola (LA),Head Coach
1931,39,College,Loyola (LA),Head Coach
1932,40,College,Loyola (LA),Head Coach
1933,41,College,Univ. of Chicago,Head Coach
1934,42,College,Univ. of Chicago,Head Coach
1935,43,College,Univ. of Chicago,Head Coach
1936,44,College,Univ. of Chicago,Head Coach
1937,45,College,Univ. of Chicago,Head Coach
1938,46,College,Univ. of Chicago,Head Coach
1939,47,College,Univ. of Chicago,Head Coach
1940,48,College,Stanford,Head Coach
1941,49,College,Stanford,Head Coach
1942,50,College,Maryland,Head Coach
1943,51,College,Pittsburgh,Head Coach
1944,52,College,Pittsburgh,Head Coach
1945,53,College,Pittsburgh,Head Coach
1946,54,College,Maryland,Head Coach
1947,55,NFL,Washington Redskins,Offensive Consultant
1948,56,NFL,Los Angeles Rams,Head Coach
1949,57,NFL,Los Angeles Rams,Head Coach
1951,59,NFL,Chicago Bears,Defensive Assistant
1952,60,NFL,Chicago Bears,Defensive Assistant
1953,61,NFL,Chicago Bears,Defensive Assistant
1954,62,NFL,Chicago Bears,Defensive Assistant
1955,63,NFL,Chicago Bears,Defensive Assistant
1956,64,NFL,Chicago Bears,Defensive Assistant
1957,65,NFL,Chicago Bears,Defensive Assistant
1958,66,NFL,Chicago Bears,Defensive Assistant
1959,67,NFL,Chicago Bears,Defensive Coordinator
1960,68,NFL,Chicago Bears,Defensive Coordinator
1961,69,NFL,Chicago Bears,Defensive Coordinator
1962,70,NFL,Chicago Bears,Defensive Coordinator
1965,73,College,Hawaii,Head Coach
