Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1948,RAM,HC,10,5,5,4,3,3,4,5,7,6,5,4,2,1,2,1,5,5,4,5,5,5,4,5,3,1,5,6,5,7,6
1949,RAM,HC,10,2,5,2,3,3,2,6,6,6,4,5,7,4,2,2,6,2,4,4,3,6,4,3,3,2,7,3,5,3,3
1959,CHI,DC,12,3,4,3,8,8,7,4,9,11,5,11,6,6,5,6,4,7,5,2,3,8,8,4,8,4,10,5,4,2,3
1960,CHI,DC,13,9,12,11,5,8,11,10,9,6,5,4,4,7,8,9,12,9,2,11,13,8,10,11,9,11,2,1,3,13,1
1961,CHI,DC,14,6,8,6,9,6,5,5,8,7,5,8,5,10,5,3,8,5,9,9,11,2,5,3,8,11,11,11,13,7,8
1962,CHI,DC,14,4,5,4,5,6,4,9,11,12,4,11,6,2,6,7,11,7,5,5,3,8,11,7,13,1,4,4,3,9,3
