Year,Age,Level,Employer,Role
1920,25,College,New Mexico A&M,Head Coach
1921,26,College,New Mexico A&M,Head Coach
1922,27,College,New Mexico A&M,Head Coach
1924,29,College,Dayton,Assistant Coach
1925,30,College,Dayton,Assistant Coach
1926,31,College,Dayton,Assistant Coach
1927,32,College,Minnesota,Assistant Coach
1928,33,College,Minnesota,Assistant Coach
1929,34,College,Minnesota,Assistant Coach
1930,35,College,Catholic Univ. (DC),Head Coach
1931,36,College,Catholic Univ. (DC),Head Coach
1932,37,College,Catholic Univ. (DC),Head Coach
1933,38,College,Catholic Univ. (DC),Head Coach
1934,39,College,Catholic Univ. (DC),Head Coach
1935,40,College,Catholic Univ. (DC),Head Coach
1936,41,College,Catholic Univ. (DC),Head Coach
1937,42,College,Catholic Univ. (DC),Head Coach
1938,43,College,Catholic Univ. (DC),Head Coach
1939,44,College,Catholic Univ. (DC),Head Coach
1940,45,College,Catholic Univ. (DC),Head Coach
1942,47,NFL,Washington Redskins,Scout
1943,48,NFL,Washington Redskins,Head Coach
