Year,Age,Level,Employer,Role
1953,34,College,Baylor,Line Coach
1954,35,NFL,Chicago Bears,Assistant
1955,36,NFL,Chicago Bears,Assistant
1956,37,NFL,Chicago Bears,Assistant
1957,38,NFL,Chicago Bears,Assistant
1962,43,AFL,New York Titans,Head Coach
