Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
1992,57,SDG,NFL,16,11,5,0,.688,3.1,1.9,1.3,2,1,1,.500,1,,,
1993,58,SDG,NFL,16,8,8,0,.500,2.3,1.1,1.1,,,,,4,,,
1994,59,SDG,NFL,16,11,5,0,.688,3.6,2.9,0.7,3,2,1,.667,1,,,AFC Champions
1995,60,SDG,NFL,16,9,7,0,.563,1.5,-0.6,2.1,1,0,1,.000,2,,,
1996,61,SDG,NFL,16,8,8,0,.500,-1.8,0.4,-2.1,,,,,3,,,
1997,62,DET,NFL,16,9,7,0,.563,4.0,3.0,0.9,1,0,1,.000,3,,,
1998,63,DET,NFL,16,5,11,0,.313,-3.4,-1.9,-1.5,,,,,4,,,
1999,64,DET,NFL,16,8,8,0,.500,1.9,0.1,1.8,1,0,1,.000,3,3,1,
2000,65,DET,NFL,9,5,4,0,.556,1.4,-0.1,1.5,,,,,4,3,2,Resigned after week 10
