Year,Age,Level,Employer,Role
1925,24,College,Santa Clara,Head Coach
1926,25,College,Santa Clara,Head Coach
1927,26,College,Santa Clara,Head Coach
1928,27,College,Santa Clara,Head Coach
1929,28,College,Yale,Line Coach
1930,29,College,Yale,Line Coach
1931,30,College,Yale,Line Coach
1932,31,College,Yale,Line Coach
1933,32,College,Yale,Line Coach
1934,33,College,Harvard,Line Coach
1935,34,College,Bowdoin,Head Coach
1936,35,College,Bowdoin,Head Coach
1937,36,College,Bowdoin,Head Coach
1938,37,College,Bowdoin,Head Coach
1939,38,College,Bowdoin,Head Coach
1940,39,College,Bowdoin,Head Coach
1941,40,College,Bowdoin,Head Coach
1942,41,College,Bowdoin,Head Coach
1943,42,College,Notre Dame,Line Coach
1944,43,College,Notre Dame,Line Coach
1945,44,NFL,Cleveland Rams,Head Coach
1946,45,NFL,Los Angeles Rams,Head Coach
1947,46,College,Bowdoin,Head Coach
1948,47,College,Bowdoin,Head Coach
1949,48,College,Bowdoin,Head Coach
1950,49,College,Bowdoin,Head Coach
1951,50,College,Bowdoin,Head Coach
1952,51,College,Bowdoin,Head Coach
1953,52,College,Bowdoin,Head Coach
1954,53,College,Bowdoin,Head Coach
1955,54,College,Bowdoin,Head Coach
1956,55,College,Bowdoin,Head Coach
1957,56,College,Bowdoin,Head Coach
1958,57,College,Bowdoin,Head Coach
