,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1945,44,RAM,NFL,10,9,1,0,.900,11.4,5.3,6.1,1,1,0,1.000,1,NFL Champions
1,1946,45,RAM,NFL,11,6,4,1,.600,1.8,5.9,-4.1,,,,,2,
