,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1984,CIN,HC,28,14,12,13,9,5,13,18,5,6,6,14,20,15,13,22,15,10,13,16,8,12,11,25,12,12,17,18,3,7,19
1,1985,CIN,HC,28,16,4,14,11,3,3,1,10,12,4,8,11,10,4,2,2,3,22,26,13,8,15,25,23,9,17,24,23,18,23
2,1986,CIN,HC,28,8,20,13,2,1,3,13,6,2,1,1,13,20,3,6,12,1,20,23,24,21,22,26,22,25,11,10,6,20,16
3,1987,CIN,HC,28,24,21,25,6,5,20,8,2,4,12,13,4,18,9,20,17,7,8,24,27,8,8,17,9,22,6,14,17,23,19
4,1988,CIN,HC,28,1,5,2,4,1,1,3,2,1,1,1,10,27,11,4,2,1,15,16,10,15,18,20,22,16,20,10,12,6,8
5,1989,CIN,HC,28,15,12,3,6,3,4,9,6,1,6,2,25,14,7,2,3,9,15,7,11,17,26,3,28,9,7,8,17,9,12
6,1990,CIN,HC,28,10,18,15,21,9,7,18,7,5,9,6,6,24,15,5,23,8,25,19,13,15,22,18,26,12,27,26,24,19,18
7,1991,CIN,HC,28,25,25,27,23,14,23,24,12,12,17,12,26,9,11,19,22,19,28,28,14,17,13,24,7,14,15,28,27,14,27
8,1992,TAM,HC,28,21,11,26,17,16,21,9,14,14,11,17,2,7,15,14,16,21,25,25,12,15,11,21,9,16,22,28,28,10,24
9,1993,TAM,HC,28,23,25,26,25,25,23,25,25,27,25,28,8,16,20,11,26,20,22,26,24,20,23,24,22,16,12,18,21,27,20
10,1994,TAM,HC,28,22,17,26,23,20,26,3,17,22,22,23,1,22,17,22,12,5,21,20,26,22,26,19,27,14,5,11,23,28,24
11,1995,TAM,HC,30,18,21,26,30,27,29,21,22,19,3,12,19,24,26,30,20,25,27,12,15,17,15,16,14,8,18,26,10,23,29
