,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1920,34,AKR,APFA,11,8,0,3,1.000,20.4,6.7,13.8,,,,,1,NFL Champions
1,1921,35,AKR,APFA,12,8,3,1,.727,11.7,1.4,10.3,,,,,3,co-coach with Fritz Pollard
