Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1952,34,PHI,NFL,12,7,5,0,.583,-2.4,-1.3,-1.1,,,,,2,
1953,35,PHI,NFL,12,7,4,1,.636,10.4,8.0,2.3,,,,,2,
1954,36,PHI,NFL,12,7,4,1,.636,1.6,0.5,1.2,,,,,2,
1955,37,PHI,NFL,12,4,7,1,.364,4.6,1.3,3.3,,,,,4,
