Year,Age,Level,Employer,Role
1995,23,College (FCS),VMI,Wide Receivers
1996,24,College (FBS),Memphis,Graduate Assistant
1997,25,College (FBS),Arkansas State,Wide Receivers
1998,26,College (FBS),Arkansas State,Defensive Backs
1999,27,College (FBS),Cincinnati,Defensive Backs
2000,28,College (FBS),Cincinnati,Defensive Backs
2001,29,NFL,Tampa Bay Buccaneers,Defensive Backs
2002,30,NFL,Tampa Bay Buccaneers,Defensive Backs
2003,31,NFL,Tampa Bay Buccaneers,Defensive Backs
2004,32,NFL,Tampa Bay Buccaneers,Defensive Backs
2005,33,NFL,Tampa Bay Buccaneers,Defensive Backs
2006,34,NFL,Minnesota Vikings,Defensive Coordinator
2007,35,NFL,Pittsburgh Steelers,Head Coach
2008,36,NFL,Pittsburgh Steelers,Head Coach
2009,37,NFL,Pittsburgh Steelers,Head Coach
2010,38,NFL,Pittsburgh Steelers,Head Coach
2011,39,NFL,Pittsburgh Steelers,Head Coach
2012,40,NFL,Pittsburgh Steelers,Head Coach
2013,41,NFL,Pittsburgh Steelers,Head Coach
2014,42,NFL,Pittsburgh Steelers,Head Coach
2015,43,NFL,Pittsburgh Steelers,Head Coach
2016,44,NFL,Pittsburgh Steelers,Head Coach
2017,45,NFL,Pittsburgh Steelers,Head Coach
2018,46,NFL,Pittsburgh Steelers,Head Coach
2019,47,NFL,Pittsburgh Steelers,Head Coach
2020,48,NFL,Pittsburgh Steelers,Head Coach
2021,49,NFL,Pittsburgh Steelers,Head Coach
2022,50,NFL,Pittsburgh Steelers,Head Coach
2023,51,NFL,Pittsburgh Steelers,Head Coach
2024,52,NFL,Pittsburgh Steelers,Head Coach
2025,53,NFL,Pittsburgh Steelers,Head Coach
