Year,Age,Level,Employer,Role
1967,26,College,Miami (OH),Assistant
1968,27,College,Miami (OH),Assistant
1969,28,College,Michigan,Defensive Ends
1970,29,College,Michigan,Defensive Ends
1971,30,College,Michigan,Defensive Ends
1972,31,College,Michigan,Defensive Ends
1973,32,College,Michigan,Defensive Coordinator
1974,33,College,Michigan,Defensive Coordinator
1975,34,College,Michigan,Defensive Coordinator
1976,35,College,Michigan,Defensive Coordinator
1977,36,College,Illinois,Head Coach
1978,37,College,Illinois,Head Coach
1979,38,College,Illinois,Head Coach
1980,39,College,Michigan,Quarterbacks
1981,40,College,Michigan,Quarterbacks
1982,41,College,Michigan,Defensive Coordinator
1983,42,College,Michigan,Defensive Coordinator
1984,43,College,Michigan,Defensive Coordinator
1985,44,College,Michigan,Defensive Coordinator
1986,45,College,Michigan,Defensive Coordinator
1987,46,College,Michigan,Offensive Coordinator
1988,47,College,Michigan,Offensive Coordinator
1989,48,College,Michigan,Offensive Coordinator
1990,49,College,Michigan,Head Coach
1991,50,College,Michigan,Head Coach
1992,51,College,Michigan,Head Coach
1993,52,College,Michigan,Head Coach
1994,53,College,Michigan,Head Coach
1995,54,NFL,Cincinnati Bengals,Tight Ends
1996,55,NFL,Cincinnati Bengals,Tight Ends
1997,56,NFL,Detroit Lions,Linebackers
1998,57,NFL,Detroit Lions,Linebackers
1999,58,NFL,Detroit Lions,Linebackers
2000,59,NFL,Detroit Lions,Head Coach
2001,60,NFL,Jacksonville Jaguars,Defensive Coordinator
2002,61,NFL,Chicago Bears,Linebackers
2003,62,NFL,Chicago Bears,Linebackers
