,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1994,57,DAL,NFL,16,12,4,0,.750,10.1,5.6,4.5,2,1,1,.500,1,
1,1995,58,DAL,NFL,16,12,4,0,.750,9.7,6.2,3.5,3,3,0,1.000,1,Super Bowl Champions
2,1996,59,DAL,NFL,16,10,6,0,.625,2.4,-2.9,5.3,2,1,1,.500,1,
3,1997,60,DAL,NFL,16,6,10,0,.375,-0.8,-1.7,1.0,,,,,4,
