Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1994,DAL,HC,28,2,8,2,3,8,2,5,1,5,1,19,6,26,12,16,5,2,1,3,13,12,10,3,9,24,9,1,8,4,1
1995,DAL,HC,30,2,11,2,4,5,3,5,4,2,1,4,13,28,13,22,1,1,9,3,24,14,16,14,18,29,6,8,7,8,13
1996,DAL,HC,30,6,9,10,10,24,25,12,9,18,10,22,25,23,20,28,6,9,3,3,12,12,9,9,8,7,3,2,1,14,8
1997,DAL,HC,30,22,22,17,8,20,22,11,22,20,28,15,9,9,20,18,9,22,2,13,30,27,24,12,15,18,3,1,11,30,3
