Year,Age,Level,Employer,Role
1961,24,College,Arkansas,Running Backs
1962,25,College,Arkansas,Running Backs
1963,26,College,Arkansas,Running Backs
1964,27,College,Arkansas,Running Backs
1965,28,College,Arkansas,Running Backs
1966,29,College,Oklahoma,Offensive Coordinator
1967,30,College,Oklahoma,Offensive Coordinator
1968,31,College,Oklahoma,Offensive Coordinator
1969,32,College,Oklahoma,Offensive Coordinator
1970,33,College,Oklahoma,Offensive Coordinator
1971,34,College,Oklahoma,Offensive Coordinator
1972,35,College,Oklahoma,Offensive Coordinator
1973,36,College,Oklahoma,Head Coach
1974,37,College,Oklahoma,Head Coach
1975,38,College,Oklahoma,Head Coach
1976,39,College,Oklahoma,Head Coach
1977,40,College,Oklahoma,Head Coach
1978,41,College,Oklahoma,Head Coach
1979,42,College,Oklahoma,Head Coach
1980,43,College,Oklahoma,Head Coach
1981,44,College,Oklahoma,Head Coach
1982,45,College,Oklahoma,Head Coach
1983,46,College,Oklahoma,Head Coach
1984,47,College,Oklahoma,Head Coach
1985,48,College,Oklahoma,Head Coach
1986,49,College,Oklahoma,Head Coach
1987,50,College,Oklahoma,Head Coach
1988,51,College,Oklahoma,Head Coach
1994,57,NFL,Dallas Cowboys,Head Coach
1995,58,NFL,Dallas Cowboys,Head Coach
1996,59,NFL,Dallas Cowboys,Head Coach
1997,60,NFL,Dallas Cowboys,Head Coach
