,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,353,5837.0,984.0,5.9,18.0,6,330.0,343,530,3990,21,12,7.2,200.0,430,1847,12,4.3,101.0,102,918,29.0,165.0,41.2,10.3,Own 25.9,2:54,6.22,35.3,2.06,197.0,88.0,44.7%,13.0,4.0,30.8%,54.0,27.0,50.0%
1,buf,302,4842.0,1010.0,4.8,16.0,6,278.0,289,476,2825,16,10,5.4,149.0,487,2017,12,4.1,105.0,98,872,24.0,180.0,31.7,8.9,Own 28.2,2:31,5.92,26.9,1.57,241.0,101.0,41.9,15.0,2.0,13.3,44.0,23.0,52.3
2,car,363,5179.0,1026.0,5.0,22.0,6,320.0,293,501,3077,22,16,5.7,167.0,490,2102,15,4.3,121.0,83,682,32.0,179.0,37.4,11.7,Own 30.0,2:53,5.92,28.8,1.97,222.0,93.0,41.9,11.0,5.0,45.5,52.0,28.0,53.8
3,chi,264,4599.0,934.0,4.9,22.0,10,266.0,291,473,2811,13,12,5.5,144.0,422,1788,13,4.2,92.0,115,943,30.0,174.0,24.1,12.1,Own 27.1,2:41,5.52,26.3,1.32,205.0,71.0,34.6,18.0,7.0,38.9,33.0,20.0,60.6
4,cin,290,4488.0,927.0,4.8,23.0,11,267.0,304,510,3122,25,12,5.7,165.0,377,1366,6,3.6,72.0,110,1027,30.0,185.0,26.5,11.4,Own 27.9,2:22,5.11,24.2,1.46,199.0,67.0,33.7,12.0,5.0,41.7,43.0,24.0,55.8
5,cle,234,4942.0,1008.0,4.9,41.0,13,290.0,312,574,3228,15,28,5.2,157.0,384,1714,11,4.5,97.0,110,924,36.0,186.0,22.0,21.0,Own 26.5,2:26,5.53,26.5,1.22,216.0,73.0,33.8,23.0,12.0,52.2,39.0,19.0,48.7
6,clt,263,4553.0,994.0,4.6,15.0,6,267.0,285,487,2892,13,9,5.3,148.0,451,1661,11,3.7,94.0,92,779,25.0,180.0,29.4,8.3,Own 27.3,2:38,5.72,25.2,1.42,228.0,87.0,38.2,17.0,8.0,47.1,40.0,16.0,40.0
7,crd,295,5026.0,1060.0,4.7,25.0,7,310.0,339,598,3640,21,18,5.6,200.0,410,1386,6,3.4,66.0,110,880,44.0,202.0,29.2,12.4,Own 29.7,2:28,5.4,24.9,1.41,233.0,82.0,35.2,16.0,7.0,43.8,48.0,20.0,41.7
8,dal,354,5311.0,1005.0,5.3,22.0,9,314.0,309,493,3141,22,13,6.0,162.0,480,2170,18,4.5,127.0,97,939,25.0,171.0,36.3,11.1,Own 29.9,2:50,6.09,31.1,2.02,203.0,87.0,42.9,19.0,10.0,52.6,52.0,31.0,59.6
9,den,289,5185.0,1075.0,4.8,34.0,12,297.0,332,566,3333,19,22,5.4,180.0,457,1852,8,4.1,92.0,113,885,25.0,193.0,26.4,16.6,Own 27.0,2:37,5.73,26.9,1.35,241.0,94.0,39.0,20.0,7.0,35.0,48.0,19.0,39.6
10,det,410,5404.0,980.0,5.5,22.0,11,296.0,374,570,4183,29,11,6.8,210.0,363,1221,10,3.4,58.0,104,968,28.0,185.0,37.3,11.9,Own 29.9,2:35,5.5,29.1,1.96,209.0,81.0,38.8,9.0,1.0,11.1,46.0,26.0,56.5
11,gnb,320,4891.0,999.0,4.9,25.0,7,307.0,352,562,3167,25,18,5.2,176.0,386,1724,13,4.5,99.0,96,789,32.0,174.0,30.5,13.2,Own 26.5,2:41,5.89,28.1,1.79,211.0,83.0,39.3,28.0,15.0,53.6,42.0,26.0,61.9
12,htx,338,5120.0,1027.0,5.0,28.0,11,313.0,299,525,3278,28,17,5.7,180.0,448,1842,8,4.1,86.0,124,1050,47.0,192.0,29.2,14.6,Own 25.3,2:30,5.49,26.7,1.63,209.0,76.0,36.4,10.0,5.0,50.0,42.0,22.0,52.4
13,jax,417,5855.0,1078.0,5.4,23.0,10,332.0,316,527,3593,21,13,6.5,193.0,527,2262,18,4.3,101.0,112,936,38.0,199.0,34.7,11.1,Own 29.2,2:36,5.6,29.4,1.82,227.0,85.0,37.4,13.0,10.0,76.9,50.0,32.0,64.0
14,kan,415,6007.0,985.0,6.1,11.0,3,322.0,363,543,4104,26,8,7.1,198.0,405,1903,12,4.7,95.0,118,1044,29.0,176.0,44.9,6.3,Own 29.1,2:49,5.86,34.0,2.21,199.0,78.0,39.2,10.0,3.0,30.0,50.0,21.0,42.0
15,mia,281,4923.0,995.0,4.9,29.0,8,284.0,373,602,3535,24,21,5.6,187.0,360,1388,4,3.9,66.0,137,1154,31.0,190.0,25.8,15.3,Own 28.1,2:29,5.39,25.9,1.36,202.0,64.0,31.7,24.0,7.0,29.2,38.0,20.0,52.6
16,min,382,5710.0,1055.0,5.4,14.0,6,334.0,357,527,3753,25,8,6.8,196.0,501,1957,15,3.9,100.0,100,949,38.0,185.0,38.9,7.6,Own 29.4,2:48,5.91,30.9,2.03,216.0,94.0,43.5,7.0,1.0,14.3,57.0,33.0,57.9
17,nor,448,6259.0,1000.0,6.3,18.0,10,332.0,386,536,4189,23,8,7.5,201.0,444,2070,23,4.7,111.0,105,967,20.0,175.0,44.6,9.1,Own 29.6,2:51,5.97,35.6,2.41,194.0,73.0,37.6,15.0,12.0,80.0,55.0,32.0,58.2
18,nwe,458,6307.0,1070.0,5.9,12.0,4,389.0,389,587,4418,32,8,7.1,232.0,448,1889,16,4.2,107.0,95,835,50.0,174.0,49.4,6.9,Own 28.5,2:49,6.38,36.1,2.61,202.0,82.0,40.6,13.0,8.0,61.5,70.0,42.0,60.0
19,nyg,246,5028.0,1036.0,4.9,22.0,8,271.0,373,608,3479,20,14,5.4,178.0,394,1549,6,3.9,66.0,91,895,27.0,194.0,22.7,11.3,Own 26.7,2:22,5.48,25.9,1.22,227.0,74.0,32.6,21.0,8.0,38.1,39.0,19.0,48.7
20,nyj,298,4884.0,984.0,5.0,24.0,12,269.0,323,510,3182,19,12,5.7,157.0,427,1702,13,4.0,77.0,119,1035,35.0,199.0,28.6,11.1,Own 27.6,2:26,5.12,24.5,1.5,228.0,81.0,35.5,13.0,7.0,53.8,33.0,18.0,54.5
21,oti,334,5024.0,974.0,5.2,25.0,8,290.0,306,496,3191,14,17,6.0,157.0,443,1833,18,4.1,97.0,85,785,36.0,191.0,35.1,12.6,Own 28.7,2:32,5.32,26.3,1.72,202.0,71.0,35.1,10.0,5.0,50.0,40.0,21.0,52.5
22,phi,457,5852.0,1073.0,5.5,20.0,11,338.0,341,564,3737,38,9,6.2,193.0,473,2115,9,4.5,108.0,116,962,37.0,191.0,40.3,9.4,Own 30.0,2:44,5.81,30.5,2.21,230.0,96.0,41.7,26.0,17.0,65.4,55.0,36.0,65.5
23,pit,406,6047.0,1051.0,5.8,20.0,5,348.0,384,590,4380,29,15,7.1,217.0,437,1667,12,3.8,96.0,101,897,35.0,179.0,43.0,10.6,Own 29.3,2:52,6.09,33.7,2.23,209.0,92.0,44.0,8.0,3.0,37.5,63.0,32.0,50.8
24,rai,301,5185.0,952.0,5.4,28.0,14,287.0,347,558,3631,23,14,6.2,178.0,370,1554,13,4.2,78.0,114,1009,31.0,178.0,29.2,15.2,Own 28.3,2:36,5.49,29.1,1.69,204.0,82.0,40.2,24.0,8.0,33.3,34.0,20.0,58.8
25,ram,478,5784.0,1000.0,5.8,21.0,14,311.0,320,518,3831,28,7,7.0,185.0,454,1953,17,4.3,97.0,107,922,29.0,190.0,45.3,9.5,Own 32.9,2:32,5.51,30.4,2.33,214.0,88.0,41.1,12.0,5.0,41.7,69.0,38.0,55.1
26,rav,395,4886.0,1054.0,4.6,17.0,4,311.0,363,567,3030,20,13,5.1,168.0,460,1856,14,4.0,111.0,91,749,32.0,192.0,36.5,8.9,Own 32.8,2:34,5.7,25.4,1.84,223.0,76.0,34.1,16.0,10.0,62.5,52.0,30.0,57.7
27,sdg,355,6026.0,1020.0,5.9,15.0,4,337.0,366,583,4431,28,11,7.4,220.0,419,1595,10,3.8,84.0,108,927,33.0,177.0,33.3,8.5,Own 26.1,2:45,5.94,34.1,1.88,209.0,84.0,40.2,11.0,5.0,45.5,47.0,22.0,46.8
28,sea,366,5286.0,1007.0,5.2,17.0,5,299.0,340,555,3657,34,12,6.1,183.0,409,1629,4,4.0,85.0,148,1342,31.0,197.0,30.5,8.6,Own 28.5,2:23,5.27,26.8,1.71,212.0,79.0,37.3,9.0,5.0,55.6,45.0,25.0,55.6
29,sfo,331,5587.0,1058.0,5.3,23.0,8,321.0,362,607,3925,15,15,6.0,206.0,408,1662,15,4.1,88.0,123,988,27.0,184.0,37.5,12.0,Own 27.6,2:33,5.99,30.3,1.78,234.0,91.0,38.9,18.0,8.0,44.4,51.0,24.0,47.1
30,tam,335,5814.0,1035.0,5.6,27.0,13,352.0,378,605,4366,26,14,6.8,243.0,390,1448,8,3.7,76.0,104,795,33.0,175.0,33.7,15.4,Own 27.6,2:43,6.13,33.1,1.79,196.0,85.0,43.4,8.0,4.0,50.0,53.0,26.0,49.1
31,was,342,5199.0,982.0,5.3,27.0,14,278.0,347,540,3751,27,13,6.5,191.0,401,1448,10,3.6,66.0,92,733,21.0,191.0,31.9,12.6,Own 29.4,2:30,5.3,27.0,1.73,204.0,66.0,32.4,16.0,9.0,56.3,46.0,25.0,54.3
